hit_id,sent_text,lemma_window,colloc,sent_id,prev_sent,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_form,adv_form,adj_form,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
nyt_eng_20100222_0120_28:19-20-21,"NHTSA investigator Scott Yon led the probe , but admitted to Toyota in an e-mail that he was  -LBQ-  not very knowledgeable about the electronic throttle control system in Toyota vehicles .  -RDQ-","NHTSA investigator Scott Yon lead the probe , but admit to Toyota in a e-mail that he be `` not very knowledgeable about the electronic throttle control system in Toyota vehicle . ''",,nyt_eng_20100222_0120_28,"NHTSA , the committee said ,  -LBQ-  conducted only one cursory investigation in 2004 into the possibility that defects in electronic controls could be responsible for these incidents .  -RDQ-","NHTSA investigator Scott Yon led the probe , but admitted to Toyota in an e-mail that he was `` not very knowledgeable about the electronic throttle control system in Toyota vehicles . ''","NHTSA investigator Scott Yon lead the probe , but admit to Toyota in a e-mail that he be `` not very knowledgeable about the electronic throttle control system in Toyota vehicle . ''","The agency has no electrical engineers or software engineers on staff , it told the committee .",not,very,knowledgeable,not,very,knowledgeable,19,20,21,"{'lemma': 'knowledgeable', 'ix': 21, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'admit'}","{'lemma': 'not', 'ix': 19, 'xpos': 'RB', 'deprel': 'neg', 'head': 'knowledgeable'}",neg,"{'lemma': 'knowledgeable', 'ix': 21, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'admit'}","{'lemma': 'very', 'ix': 20, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'knowledgeable'}",advmod,nyt_eng_201002,19-20-21,immediateNeg
nyt_eng_20100222_0119_10:37-38-39,"The key numbers here are a -RRB- 2,600 complaints dating back to b -RRB- 2000 , with the only defect probe being conducted in c -RRB- 2004 by an investigator who d -RRB- conceded he was  -LBQ-  not very knowledgeable  -RDQ-  about electronic throttle controls .","the key number here be a -rrb- 2,600 complaint date back to b -rrb- 2000 , with the only defect probe being conduct in c -rrb- 2004 by a investigator who d -rrb- concede he be `` not very knowledgeable '' about electronic throttle control .",,nyt_eng_20100222_0119_10,"Despite these warnings , NHTSA conducted only one cursory investigation in 2004 into the possibility that defects in electronic controls could be responsible for these incidents .  -RDQ-","the key numbers here are a -RRB- 2,600 complaints dating back to b -RRB- 2000 , with the only defect probe being conducted in c -RRB- 2004 by an investigator who d -RRB- conceded he was `` not very knowledgeable '' about electronic throttle controls .","the key number here be a -rrb- 2,600 complaint date back to b -rrb- 2000 , with the only defect probe being conduct in c -rrb- 2004 by a investigator who d -rrb- concede he be `` not very knowledgeable '' about electronic throttle control .",That should reassure Toyota owners .,not,very,knowledgeable,not,very,knowledgeable,37,38,39,"{'lemma': 'knowledgeable', 'ix': 39, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'concede'}","{'lemma': 'not', 'ix': 37, 'xpos': 'RB', 'deprel': 'neg', 'head': 'knowledgeable'}",neg,"{'lemma': 'knowledgeable', 'ix': 39, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'concede'}","{'lemma': 'very', 'ix': 38, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'knowledgeable'}",advmod,nyt_eng_201002,37-38-39,immediateNeg
nyt_eng_20100222_0114_26:7-8-9,Officials told congressional committees the machines were n't as helpful as they hoped and are being pulled out of some airports .,official tell congressional committee the machine be not as helpful as they hope and are being pull out of some airport .,,nyt_eng_20100222_0114_26,"The machines blast air at passengers , dislodging any traces of explosives off clothing and onto built-in detectors .",officials told congressional committees the machines were n't as helpful as they hoped and are being pulled out of some airports .,official tell congressional committee the machine be not as helpful as they hope and are being pull out of some airport .,The relative inaccuracy and slow speed of the machines -- along with their high costs -- left the TSA seeking other solutions .,n't,as,helpful,n't,as,helpful,7,8,9,"{'lemma': 'helpful', 'ix': 9, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'tell'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'neg', 'head': 'helpful'}",neg,"{'lemma': 'helpful', 'ix': 9, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'tell'}","{'lemma': 'as', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'helpful'}",advmod,nyt_eng_201002,7-8-9,immediateNeg
nyt_eng_20100222_0105_40:2-3-4,"In the not too distant future , as DNA-based variations in drug responses are identified , electronic records will enable doctors to choose the most effective medication and dose for each patient .","in the not too distant future , as dna-based variation in drug response are identify , electronic record will enable doctor to choose the most effective medication and dose for each patient .",,nyt_eng_20100222_0105_40,-- Identify the right drug and dose .,"in the not too distant future , as DNA-based variations in drug responses are identified , electronic records will enable doctors to choose the most effective medication and dose for each patient .","in the not too distant future , as dna-based variation in drug response are identify , electronic record will enable doctor to choose the most effective medication and dose for each patient .","For example , in determining a safe and effective dose of the blood thinner Coumadin , months of risky trial and error could be eliminated by tailoring the dose to each patient 's unique genome .",not,too,distant,not,too,distant,2,3,4,"{'lemma': 'distant', 'ix': 4, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'future'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'distant'}",neg,"{'lemma': 'distant', 'ix': 4, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'future'}","{'lemma': 'too', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'distant'}",advmod,nyt_eng_201002,2-3-4,immediateNeg
nyt_eng_20100222_0098_121:10-11-12,"The texture was fluffy and airy ; the flavor was not overwhelmingly sweet - a plus , everyone agreed .","the texture be fluffy and airy ; the flavor be not overwhelmingly sweet - a plus , everyone agree .",,nyt_eng_20100222_0098_121,The agave cookie reminded the Food &amp; Wine staff of a scone or muffin top .,"the texture was fluffy and airy ; the flavor was not overwhelmingly sweet - a plus , everyone agreed .","the texture be fluffy and airy ; the flavor be not overwhelmingly sweet - a plus , everyone agree .","Interestingly , the agave cookie tasted better the next day .",not,overwhelmingly,sweet,not,overwhelmingly,sweet,10,11,12,"{'lemma': 'sweet', 'ix': 12, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'fluffy'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sweet'}",neg,"{'lemma': 'sweet', 'ix': 12, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'fluffy'}","{'lemma': 'overwhelmingly', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sweet'}",advmod,nyt_eng_201002,10-11-12,immediateNeg
nyt_eng_20100222_0098_31:13-14-15,The doctor says that at least sugar has some natural component and is n't as sweet as sugar substitutes .,the doctor say that at least sugar have some natural component and be not as sweet as sugar substitute .,,nyt_eng_20100222_0098_31,Example  -COL-  Sprinkling a little sugar on a grapefruit .,the doctor says that at least sugar has some natural component and is n't as sweet as sugar substitutes .,the doctor say that at least sugar have some natural component and be not as sweet as sugar substitute .,There is some thought that sweetness can be addictive .,n't,as,sweet,n't,as,sweet,13,14,15,"{'lemma': 'sweet', 'ix': 15, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'have'}","{'lemma': 'not', 'ix': 13, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sweet'}",neg,"{'lemma': 'sweet', 'ix': 15, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'have'}","{'lemma': 'as', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sweet'}",advmod,nyt_eng_201002,13-14-15,immediateNeg
nyt_eng_20100222_0070_42:4-6-7,"Vonn and Mancuso could n't be more different , the former going about her business with an almost grim , tunnel-visioned obsession while the latter is wont to happily shoosh down hillsides by the seat of her pants , no pun intended .","Vonn and Mancuso could not be more different , the former go about she business with a almost grim , tunnel-visioned obsession while the latter be wont to happily shoosh down hillside by the seat of she pants , no pun intend .",,nyt_eng_20100222_0070_42,"With those silvers in the bank , Mancuso will be able to ski loose and easy , like the free spirit she is .","Vonn and Mancuso could n't be more different , the former going about her business with an almost grim , tunnel-visioned obsession while the latter is wont to happily shoosh down hillsides by the seat of her pants , no pun intended .","Vonn and Mancuso could not be more different , the former go about she business with a almost grim , tunnel-visioned obsession while the latter be wont to happily shoosh down hillside by the seat of she pants , no pun intend .","Whatever happens now , the Whistler Olympiad will be remembered as a super one for  -LBQ-  Super Jules .  -RDQ-",n't,more,different,n't,more,different,4,6,7,"{'lemma': 'different', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'intend'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'different'}",neg,"{'lemma': 'different', 'ix': 7, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'intend'}","{'lemma': 'more', 'ix': 6, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'different'}",advmod,nyt_eng_201002,4-6-7,immediateNeg
nyt_eng_20100222_0057_7:12-14-15,"The new regulations wo n't end fee increases , but they wo n't be so hidden in the fine print .","the new regulation will not end fee increase , but they will not be so hidden in the fine print .",,nyt_eng_20100222_0057_7,"The first set of requirements took effect in August and some will begin later this year , but the bulk of changes began Monday .","the new regulations wo n't end fee increases , but they wo n't be so hidden in the fine print .","the new regulation will not end fee increase , but they will not be so hidden in the fine print .",Binzer and Ginna Green of the Center for Responsible Lending noted that consumers may see more fees .,n't,so,hidden,n't,so,hidden,12,14,15,"{'lemma': 'hidden', 'ix': 15, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'end'}","{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'neg', 'head': 'hidden'}",neg,"{'lemma': 'hidden', 'ix': 15, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'end'}","{'lemma': 'so', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'hidden'}",advmod,nyt_eng_201002,12-14-15,immediateNeg
nyt_eng_20100222_0056_22:2-3-4,"That 's not so bad , really , but assuming they win , what follows is pretty bad .","that be not so bad , really , but assume they win , what follow be pretty bad .",,nyt_eng_20100222_0056_22,The loss to the Americans forces the Canadians to play a qualifying game on Tuesday against Germany .,"that 's not so bad , really , but assuming they win , what follows is pretty bad .","that be not so bad , really , but assume they win , what follow be pretty bad .",They will have to face Russia on Wednesday .,not,so,bad,not,so,bad,2,3,4,"{'lemma': 'bad', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bad'}",neg,"{'lemma': 'bad', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}",advmod,nyt_eng_201002,2-3-4,immediateNeg
nyt_eng_20100222_0050_20:4-5-6,The left-right divide was not as sharp over the second question  -COL-  whether Mr. Romney should have punched back .,the left-right divide be not as sharp over the second question : whether Mr. Romney should have punch back .,,nyt_eng_20100222_0050_20,"Row 15 is , indeed , economy .",the left-right divide was not as sharp over the second question : whether Mr. Romney should have punched back .,the left-right divide be not as sharp over the second question : whether Mr. Romney should have punch back .,The original story said that he let the flight crew handle the situation .,not,as,sharp,not,as,sharp,4,5,6,"{'lemma': 'sharp', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sharp'}",neg,"{'lemma': 'sharp', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sharp'}",advmod,nyt_eng_201002,4-5-6,immediateNeg
nyt_eng_20100222_0049_15:2-4-5,O'Connell did not seem especially romantic .,O'Connell did not seem especially romantic .,,nyt_eng_20100222_0049_15,"This happened , she said , seven or eight times .",O'Connell did not seem especially romantic .,O'Connell did not seem especially romantic .,Holland testified that he once gave her a picture of a polar bear with a matching cup .,not,especially,romantic,not,especially,romantic,2,4,5,"{'lemma': 'romantic', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'romantic'}",neg,"{'lemma': 'romantic', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'especially', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'romantic'}",advmod,nyt_eng_201002,2-4-5,immediateNeg
nyt_eng_20100222_0037_27:4-5-6,"The rear seat is n't quite limousine-like , but it 's definitely designed for adults -- even large and tall ones .","the rear seat be not quite limousine-like , but it 's definitely design for adult -- even large and tall one .",,nyt_eng_20100222_0037_27,The difference is readily apparent in leg - and knee-room .,"the rear seat is n't quite limousine-like , but it 's definitely designed for adults -- even large and tall ones .","the rear seat be not quite limousine-like , but it 's definitely design for adult -- even large and tall one .","We were able to fit three average-size adults in the back seat of our tester , and there were no complaints -- although it was a matter of less than two hours , not a cross-country trip .",n't,quite,limousine-like,n't,quite,limousine-like,4,5,6,"{'lemma': 'limousine-like', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'limousine-like'}",neg,"{'lemma': 'limousine-like', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'quite', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'limousine-like'}",advmod,nyt_eng_201002,4-5-6,immediateNeg
