                l1  l2                     f             E11  r.log.likelihood  r.Poisson.Stirling  r.gmean  r.odds.ratio  r.relative.risk  r.Dice   r.MI2   r.MI3    r.MS  r.t.score  r.z.score.corr  am.log.likelihood  am.Poisson.Stirling        am.gmean   am.odds.ratio  am.relative.risk         am.Dice          am.MI2           am.MI3           am.MS      am.t.score  am.z.score.corr       f1       f2         N  
    understandably  jealous               15   2.0776010e+00             27597               18311    40192          9327             9185   27910   40192   57181   22776      31824           24676      3.3487668e+01        6.3635195e+00   1.2096233e-03   0.85944933692     0.85907017757   1.1907597e-03   2.03462037630    3.2107116e+00   1.0126240e-03       3.3365491       8.61835549    10381    14813  74015056  
          somewhat  random               547   7.7138299e+01              5692                4704     7289          9328             9334    7073    7289    8689    8859       5794            5965      1.2126636e+03        2.2778326e+02   7.2392281e-03   0.85943502252     0.85166931995   4.5347902e-03   3.58870459230    6.3266919e+00   2.5483701e-03      20.0898356      53.44075911   214647    26599  74015056  
     substantially  different           2921   4.3550339e+02              1972                1757     2731          9329             9204    4929    2731    2707    6763       1787            2589      6.3323329e+03        1.1457492e+03   1.6269558e-02   0.85923839943     0.85801624341   6.2702990e-03   4.29207157387    7.7576031e+00   3.2611111e-03      45.9883043     119.07758839    35987   895707  74015056  
       wonderfully  feminine              49   6.8041455e+00             18156               13120    24396          9330             9206   17183   24396   33471   16838      20517           16501      1.0926451e+02        2.0733272e+01   2.1834802e-03   0.85923440492     0.85793862422   1.9715930e-03   2.54761856910    4.2378146e+00   1.3789998e-03       6.0279792      15.98475865    35533    14173  74015056  
         typically  white                216   3.0128315e+01              9329                7280    11887          9331             9210    7237   11887   15308    6121       9976            9043      4.8072807e+02        9.0975837e+01   4.5741068e-03   0.85901481862     0.85767738254   4.4366848e-03   3.18993266534    5.5243864e+00   3.5685374e-03      12.6469663      33.77193776    36841    60529  74015056  
      unbelievably  handsome              35   4.8597864e+00             20743               14646    28384          9332             9203   18576   28384   39345   14747      23587           18666      7.8021416e+01        1.4810473e+01   1.8454378e-03   0.85885027255     0.85804049173   1.8225370e-03   2.40151891044    3.9455870e+00   1.5751575e-03       5.0946260      13.44536946    22220    16188  74015056  
            fairly  steep                892   1.2742296e+02              4293                3595     5586          9333             9469    6827    5586    6328    9006       4262            4746      1.9664330e+03        3.6645383e+02   9.1850383e-03   0.85881515696     0.84605288547   4.6712454e-03   3.79548201991    6.7458469e+00   2.5100458e-03      25.5999328      67.68825300   355372    26539  74015056  
            always  mindful              747   1.0868675e+02              4808                4028     6269          9334             9676   13692    6269    7174   18456       4764            5231      1.6347249e+03        3.0092860e+02   8.3286051e-03   0.85876395938     0.83761087757   2.4582436e-03   3.71046461701    6.5837852e+00   1.2571250e-03      23.3546607      61.17940465   594213    13538  74015056  
         literally  disastrous            13   1.8031324e+00             28833               18884    42476          9335             9195   29413   42476   60690   21350      33250           25783      2.8989023e+01        5.5070764e+00   1.1253031e-03   0.85875889838     0.85832013943   1.1243729e-03   1.97185909252    3.0858024e+00   1.0804521e-03       3.1054523       7.96604610    12032    11092  74015056  
       deceptively  quiet                108   1.5070794e+01             13002                9852    16926          9336             9197   14939   16926   22426   17588      14367           12130      2.4026737e+02        4.5467258e+01   3.2336696e-03   0.85875558069     0.85826140812   2.2628701e-03   2.88871136527    4.9221351e+00   1.3199545e-03       8.9421170      23.80899959    13633    81821  74015056  
              long  available          14405   2.1624486e+03               530                 493      880          9337             9321     740     880     671     895        428             921      3.1130041e+04        5.6074773e+03   3.6006452e-02   0.85872372015     0.85212221942   2.8321817e-02   4.98208072747    9.1405940e+00   1.7509697e-02     102.0035541     263.25783110   194550   822687  74015056  
     progressively  better                61   8.4930705e+00             16672               12211    22077          9338             9198   18293   22077   30070   20561      18741           15207      1.3581342e+02        2.5740208e+01   2.4329738e-03   0.85865901590     0.85823785701   1.8537371e-03   2.64159494274    4.4269248e+00   1.1250669e-03       6.7228234      17.84550533    11594    54219  74015056  
      occasionally  harsh                 54   7.5116234e+00             17447               12692    23322          9339             9200   17132   23322   31908   17678      19714           15908      1.2026943e+02        2.2807735e+01   2.2901652e-03   0.85864776147     0.85815590029   1.9770081e-03   2.58905371316    4.3214475e+00   1.3138366e-03       6.3262668      16.77958347    13527    41101  74015056  
      occasionally  creepy                25   3.4717111e+00             23397               16174    32714          9340             9201   21909   32714   45849   17648      26739           20914      5.5713542e+01        1.0577549e+01   1.5595819e-03   0.85858102426     0.85808833998   1.5373736e-03   2.25533643847    3.6532764e+00   1.3160665e-03       4.3056578      11.28579469    13527    18996  74015056  
           greatly  flawed                26   3.6128994e+00             23078               15995    32206          9341             9202   23638   32206   45006   23484      26366           20667      5.7920898e+01        1.0993398e+01   1.5899570e-03   0.85844926700     0.85808181819   1.4215030e-03   2.27209083254    3.6870642e+00   9.8172481e-04       4.3904717      11.51490351    10097    26484  74015056  
      occasionally  red                   29   4.0298605e+00             22196               15475    30708          9342             9207   20714   30708   42889   17658      25315           19921      6.4600874e+01        1.2261592e+01   1.6791634e-03   0.85840297589     0.85791065138   1.6302667e-03   2.31950598403    3.7819040e+00   1.3151927e-03       4.6368385      12.18965571    13527    22050  74015056  
       dangerously  narrow               111   1.5474360e+01             12822                9727    16673          9343             9215   10560   16673   22096    9269      14155           12009      2.4692911e+02        4.6777154e+01   3.2798697e-03   0.85827413581     0.85735802093   3.1437189e-03   2.90103326364    4.9463562e+00   2.4462271e-03       9.0668925      24.15652483    25241    45376  74015056  
       universally  palatable             18   2.5005413e+00             26055               17589    37411          9344             9209   25341   37411   53010   18249      29986           23362      4.0095574e+01        7.6129919e+00   1.3231085e-03   0.85822967653     0.85775366296   1.3220712e-03   2.11251097909    3.3677835e+00   1.2717253e-03       3.6532575       9.48546380    13076    14154  74015056  
