sentences,mask_type,pred_pos,scale_type
It was not totally [MASK]. It wasn't extremely dry.,predicate,adj,abs
It was not totally wet. It wasn't extremely [MASK].,predicate,adj,abs
It was not totally [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It was not totally wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It was not totally [MASK]. It wasn't completely dry.,predicate,adj,abs
It was not totally wet. It wasn't completely [MASK].,predicate,adj,abs
It was not totally [MASK]. It wasn't totally dry.,predicate,adj,abs
It was not totally wet. It wasn't totally [MASK].,predicate,adj,abs
It was not totally [MASK]. It wasn't dry.,predicate,adj,abs
It was not totally wet. It wasn't [MASK].,predicate,adj,abs
It was not [MASK]. It was not extremely dry.,predicate,adj,abs
It was not wet. It was not extremely [MASK].,predicate,adj,abs
It was not [MASK]. It was not ridiculously dry.,predicate,adj,abs
It was not wet. It was not ridiculously [MASK].,predicate,adj,abs
It was not [MASK]. It was not completely dry.,predicate,adj,abs
It was not wet. It was not completely [MASK].,predicate,adj,abs
It was not [MASK]. It was not totally dry.,predicate,adj,abs
It was not wet. It was not totally [MASK].,predicate,adj,abs
It was not [MASK]. It was not dry.,predicate,adj,abs
It was not wet. It was not [MASK].,predicate,adj,abs
It was not [MASK]. It wasn't extremely dry.,predicate,adj,abs
It was not wet. It wasn't extremely [MASK].,predicate,adj,abs
It was not [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It was not wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It was not [MASK]. It wasn't completely dry.,predicate,adj,abs
It was not wet. It wasn't completely [MASK].,predicate,adj,abs
It was not [MASK]. It wasn't totally dry.,predicate,adj,abs
It was not wet. It wasn't totally [MASK].,predicate,adj,abs
It was not [MASK]. It wasn't dry.,predicate,adj,abs
It was not wet. It wasn't [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It was not extremely dry.,predicate,adj,abs
It wasn't extremely wet. It was not extremely [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It was not ridiculously dry.,predicate,adj,abs
It wasn't extremely wet. It was not ridiculously [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It was not completely dry.,predicate,adj,abs
It wasn't extremely wet. It was not completely [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It was not totally dry.,predicate,adj,abs
It wasn't extremely wet. It was not totally [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It was not dry.,predicate,adj,abs
It wasn't extremely wet. It was not [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It wasn't extremely dry.,predicate,adj,abs
It wasn't extremely wet. It wasn't extremely [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It wasn't extremely wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It wasn't completely dry.,predicate,adj,abs
It wasn't extremely wet. It wasn't completely [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It wasn't totally dry.,predicate,adj,abs
It wasn't extremely wet. It wasn't totally [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It wasn't dry.,predicate,adj,abs
It wasn't extremely wet. It wasn't [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It was not extremely dry.,predicate,adj,abs
It wasn't ridiculously wet. It was not extremely [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It was not ridiculously dry.,predicate,adj,abs
It wasn't ridiculously wet. It was not ridiculously [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It was not completely dry.,predicate,adj,abs
It wasn't ridiculously wet. It was not completely [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It was not totally dry.,predicate,adj,abs
It wasn't ridiculously wet. It was not totally [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It was not dry.,predicate,adj,abs
It wasn't ridiculously wet. It was not [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It wasn't extremely dry.,predicate,adj,abs
It wasn't ridiculously wet. It wasn't extremely [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It wasn't ridiculously wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It wasn't completely dry.,predicate,adj,abs
It wasn't ridiculously wet. It wasn't completely [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It wasn't totally dry.,predicate,adj,abs
It wasn't ridiculously wet. It wasn't totally [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It wasn't dry.,predicate,adj,abs
It wasn't ridiculously wet. It wasn't [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It was not extremely dry.,predicate,adj,abs
It wasn't completely wet. It was not extremely [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It was not ridiculously dry.,predicate,adj,abs
It wasn't completely wet. It was not ridiculously [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It was not completely dry.,predicate,adj,abs
It wasn't completely wet. It was not completely [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It was not totally dry.,predicate,adj,abs
It wasn't completely wet. It was not totally [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It was not dry.,predicate,adj,abs
It wasn't completely wet. It was not [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It wasn't extremely dry.,predicate,adj,abs
It wasn't completely wet. It wasn't extremely [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It wasn't completely wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It wasn't completely dry.,predicate,adj,abs
It wasn't completely wet. It wasn't completely [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It wasn't totally dry.,predicate,adj,abs
It wasn't completely wet. It wasn't totally [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It wasn't dry.,predicate,adj,abs
It wasn't completely wet. It wasn't [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It was not extremely dry.,predicate,adj,abs
It wasn't totally wet. It was not extremely [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It was not ridiculously dry.,predicate,adj,abs
It wasn't totally wet. It was not ridiculously [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It was not completely dry.,predicate,adj,abs
It wasn't totally wet. It was not completely [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It was not totally dry.,predicate,adj,abs
It wasn't totally wet. It was not totally [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It was not dry.,predicate,adj,abs
It wasn't totally wet. It was not [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It wasn't extremely dry.,predicate,adj,abs
It wasn't totally wet. It wasn't extremely [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It wasn't totally wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It wasn't completely dry.,predicate,adj,abs
It wasn't totally wet. It wasn't completely [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It wasn't totally dry.,predicate,adj,abs
It wasn't totally wet. It wasn't totally [MASK].,predicate,adj,abs
It wasn't totally [MASK]. It wasn't dry.,predicate,adj,abs
It wasn't totally wet. It wasn't [MASK].,predicate,adj,abs
It wasn't [MASK]. It was not extremely dry.,predicate,adj,abs
It wasn't wet. It was not extremely [MASK].,predicate,adj,abs
It wasn't [MASK]. It was not ridiculously dry.,predicate,adj,abs
It wasn't wet. It was not ridiculously [MASK].,predicate,adj,abs
It wasn't [MASK]. It was not completely dry.,predicate,adj,abs
It wasn't wet. It was not completely [MASK].,predicate,adj,abs
It wasn't [MASK]. It was not totally dry.,predicate,adj,abs
It wasn't wet. It was not totally [MASK].,predicate,adj,abs
It wasn't [MASK]. It was not dry.,predicate,adj,abs
It wasn't wet. It was not [MASK].,predicate,adj,abs
It wasn't [MASK]. It wasn't extremely dry.,predicate,adj,abs
It wasn't wet. It wasn't extremely [MASK].,predicate,adj,abs
It wasn't [MASK]. It wasn't ridiculously dry.,predicate,adj,abs
It wasn't wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It wasn't [MASK]. It wasn't completely dry.,predicate,adj,abs
It wasn't wet. It wasn't completely [MASK].,predicate,adj,abs
It wasn't [MASK]. It wasn't totally dry.,predicate,adj,abs
It wasn't wet. It wasn't totally [MASK].,predicate,adj,abs
It wasn't [MASK]. It wasn't dry.,predicate,adj,abs
It wasn't wet. It wasn't [MASK].,predicate,adj,abs
It was not extremely [MASK]. It was kinda wet.,predicate,adj,abs
It was not extremely [MASK]. It was sorta wet.,predicate,adj,abs
It was not extremely [MASK]. It was slightly wet.,predicate,adj,abs
It was not extremely [MASK]. It was partially wet.,predicate,adj,abs
It was not ridiculously [MASK]. It was kinda wet.,predicate,adj,abs
It was not ridiculously [MASK]. It was sorta wet.,predicate,adj,abs
It was not ridiculously [MASK]. It was slightly wet.,predicate,adj,abs
It was not ridiculously [MASK]. It was partially wet.,predicate,adj,abs
It was not completely [MASK]. It was kinda wet.,predicate,adj,abs
It was not completely [MASK]. It was sorta wet.,predicate,adj,abs
It was not completely [MASK]. It was slightly wet.,predicate,adj,abs
It was not completely [MASK]. It was partially wet.,predicate,adj,abs
It was not totally [MASK]. It was kinda wet.,predicate,adj,abs
It was not totally [MASK]. It was sorta wet.,predicate,adj,abs
It was not totally [MASK]. It was slightly wet.,predicate,adj,abs
It was not totally [MASK]. It was partially wet.,predicate,adj,abs
It wasn't extremely [MASK]. It was kinda wet.,predicate,adj,abs
It wasn't extremely [MASK]. It was sorta wet.,predicate,adj,abs
It wasn't extremely [MASK]. It was slightly wet.,predicate,adj,abs
It wasn't extremely [MASK]. It was partially wet.,predicate,adj,abs
It wasn't ridiculously [MASK]. It was kinda wet.,predicate,adj,abs
It wasn't ridiculously [MASK]. It was sorta wet.,predicate,adj,abs
It wasn't ridiculously [MASK]. It was slightly wet.,predicate,adj,abs
It wasn't ridiculously [MASK]. It was partially wet.,predicate,adj,abs
It wasn't completely [MASK]. It was kinda wet.,predicate,adj,abs
It wasn't completely [MASK]. It was sorta wet.,predicate,adj,abs
It wasn't completely [MASK]. It was slightly wet.,predicate,adj,abs
It wasn't completely [MASK]. It was partially wet.,predicate,adj,abs
It wasn't totally [MASK]. It was kinda wet.,predicate,adj,abs
It wasn't totally [MASK]. It was sorta wet.,predicate,adj,abs
It wasn't totally [MASK]. It was slightly wet.,predicate,adj,abs
It wasn't totally [MASK]. It was partially wet.,predicate,adj,abs
It was kinda wet. It was not extremely [MASK].,predicate,adj,abs
It was kinda wet. It was not ridiculously [MASK].,predicate,adj,abs
It was kinda wet. It was not completely [MASK].,predicate,adj,abs
It was kinda wet. It was not totally [MASK].,predicate,adj,abs
It was kinda wet. It wasn't extremely [MASK].,predicate,adj,abs
It was kinda wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It was kinda wet. It wasn't completely [MASK].,predicate,adj,abs
It was kinda wet. It wasn't totally [MASK].,predicate,adj,abs
It was sorta wet. It was not extremely [MASK].,predicate,adj,abs
It was sorta wet. It was not ridiculously [MASK].,predicate,adj,abs
It was sorta wet. It was not completely [MASK].,predicate,adj,abs
It was sorta wet. It was not totally [MASK].,predicate,adj,abs
It was sorta wet. It wasn't extremely [MASK].,predicate,adj,abs
It was sorta wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It was sorta wet. It wasn't completely [MASK].,predicate,adj,abs
It was sorta wet. It wasn't totally [MASK].,predicate,adj,abs
It was slightly wet. It was not extremely [MASK].,predicate,adj,abs
It was slightly wet. It was not ridiculously [MASK].,predicate,adj,abs
It was slightly wet. It was not completely [MASK].,predicate,adj,abs
It was slightly wet. It was not totally [MASK].,predicate,adj,abs
It was slightly wet. It wasn't extremely [MASK].,predicate,adj,abs
It was slightly wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It was slightly wet. It wasn't completely [MASK].,predicate,adj,abs
It was slightly wet. It wasn't totally [MASK].,predicate,adj,abs
It was partially wet. It was not extremely [MASK].,predicate,adj,abs
It was partially wet. It was not ridiculously [MASK].,predicate,adj,abs
It was partially wet. It was not completely [MASK].,predicate,adj,abs
It was partially wet. It was not totally [MASK].,predicate,adj,abs
It was partially wet. It wasn't extremely [MASK].,predicate,adj,abs
It was partially wet. It wasn't ridiculously [MASK].,predicate,adj,abs
It was partially wet. It wasn't completely [MASK].,predicate,adj,abs
It was partially wet. It wasn't totally [MASK].,predicate,adj,abs
It was kinda [MASK]. It was not extremely wet but it was not dry either.,predicate,adj,abs
It was kinda wet. It was not extremely [MASK] but it was not dry either.,predicate,adj,abs
 It was not extremely [MASK] but it was not dry either.,predicate,adj,abs
It was kinda wet. It was not extremely wet but it was not [MASK] either.,predicate,adj,abs
 It was not extremely wet but it was not [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not extremely wet but it wasn't dry either.,predicate,adj,abs
It was kinda wet. It was not extremely [MASK] but it wasn't dry either.,predicate,adj,abs
 It was not extremely [MASK] but it wasn't dry either.,predicate,adj,abs
It was kinda wet. It was not extremely wet but it wasn't [MASK] either.,predicate,adj,abs
 It was not extremely wet but it wasn't [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not ridiculously wet but it was not dry either.,predicate,adj,abs
It was kinda wet. It was not ridiculously [MASK] but it was not dry either.,predicate,adj,abs
 It was not ridiculously [MASK] but it was not dry either.,predicate,adj,abs
It was kinda wet. It was not ridiculously wet but it was not [MASK] either.,predicate,adj,abs
 It was not ridiculously wet but it was not [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not ridiculously wet but it wasn't dry either.,predicate,adj,abs
It was kinda wet. It was not ridiculously [MASK] but it wasn't dry either.,predicate,adj,abs
