,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability
5977,grossly,underfunded,146,0.422,1427.447,2.575,0.067,0.009,8.535,7.753,145.578,0.997,0.001
74,far,left,591,4.965,4961.548,2.503,0.623,0.001,8.315,7.752,586.035,0.992,0.001
1338,virtually,indistinguishable,1409,6.929,12512.02,2.417,0.209,0.016,8.006,7.749,1402.071,0.995,0.003
3894,instantly,downloadable,169,0.525,1632.898,2.556,0.098,0.007,8.479,7.746,168.475,0.997,0.001
25373,rigidly,dogmatic,29,0.036,331.518,2.931,0.014,0.021,9.682,7.745,28.964,0.999,0.0
7926,officially,over,228,0.733,2178.517,2.524,0.051,0.017,8.356,7.745,227.267,0.997,0.001
32368,sickly,green,268,0.862,2572.989,2.544,0.01,0.102,8.294,7.744,267.138,0.997,0.001
14277,commonly,misunderstood,397,1.393,3727.658,2.489,0.027,0.05,8.194,7.743,395.607,0.996,0.001
8984,blatantly,discriminatory,254,0.834,2415.42,2.513,0.044,0.021,8.316,7.741,253.166,0.997,0.001
9802,chronically,ill,4554,20.295,41959.51,2.525,0.04,0.302,7.869,7.74,4533.705,0.996,0.012
36600,unseasonably,mild,210,0.642,2037.33,2.566,0.008,0.103,8.366,7.739,209.358,0.997,0.001
7750,deliberately,obtuse,143,0.41,1398.65,2.573,0.052,0.011,8.524,7.738,142.59,0.997,0.001
20007,momentarily,disoriented,32,0.043,360.223,2.892,0.018,0.015,9.563,7.737,31.957,0.999,0.0
5728,woefully,underused,85,0.206,860.665,2.651,0.069,0.006,8.791,7.737,84.794,0.998,0.0
4893,newly,unemployed,657,2.624,6018.847,2.446,0.081,0.024,8.09,7.735,654.376,0.996,0.002
1997,visually,arresting,168,0.557,1612.595,2.559,0.162,0.004,8.491,7.734,167.443,0.997,0.001
14873,individually,controllable,73,0.161,750.535,2.678,0.026,0.015,8.864,7.734,72.839,0.998,0.0
7119,racially,inflammatory,211,0.677,2017.268,2.526,0.056,0.014,8.367,7.728,210.323,0.997,0.001
16468,firmly,established,41,0.066,446.5,2.811,0.023,0.013,9.303,7.727,40.934,0.998,0.0
35865,heretofore,unknown,592,2.207,5593.191,2.546,0.008,0.229,8.079,7.717,589.793,0.996,0.002
38767,fiendishly,clever,291,0.967,2787.286,2.55,0.007,0.144,8.243,7.717,290.033,0.997,0.001
32771,delicately,balanced,154,0.442,1507.801,2.578,0.01,0.067,8.459,7.717,153.558,0.997,0.001
1417,purely,statistical,237,0.904,2219.555,2.519,0.202,0.004,8.359,7.716,236.096,0.996,0.001
15731,hitherto,undiscovered,62,0.128,645.183,2.705,0.024,0.015,8.953,7.714,61.872,0.998,0.0
43550,unavoidably,unsafe,56,0.109,591.458,2.745,0.006,0.059,9.019,7.713,55.891,0.998,0.0
18177,unduly,lenient,238,0.77,2270.026,2.519,0.021,0.043,8.302,7.713,237.23,0.997,0.001
22650,predominately,white,1007,4.03,9333.337,2.496,0.016,0.19,7.988,7.712,1002.97,0.996,0.003
6677,non,transferable,248,0.839,2345.92,2.505,0.06,0.015,8.296,7.709,247.161,0.997,0.001
22800,systematically,tortured,20,0.018,241.658,3.075,0.016,0.017,10.156,7.709,19.982,0.999,0.0
648,seemingly,innocuous,3031,18.614,25975.826,2.385,0.315,0.019,7.895,7.709,3012.386,0.994,0.006
2704,heavily,latino,273,1.013,2550.998,2.495,0.131,0.007,8.277,7.701,271.987,0.996,0.001
6290,severely,overcrowded,308,1.101,2881.71,2.483,0.063,0.016,8.223,7.699,306.899,0.996,0.001
36820,nigh,impossible,1625,6.795,15800.628,2.766,0.008,0.586,7.913,7.698,1618.205,0.996,0.005
502,seemingly,insatiable,618,3.41,5447.23,2.448,0.351,0.004,8.127,7.698,614.59,0.994,0.001
21219,unduly,harsh,682,2.651,6310.183,2.475,0.017,0.122,8.032,7.694,679.349,0.996,0.002
16000,scarcely,distinguishable,94,0.236,941.839,2.621,0.024,0.019,8.671,7.691,93.764,0.997,0.0
37984,evenly,balanced,121,0.328,1198.393,2.603,0.008,0.071,8.536,7.69,120.672,0.997,0.001
7832,right,oblique,80,0.193,809.617,2.647,0.051,0.008,8.772,7.689,79.807,0.998,0.0
1120,easily,accessible,38380,234.89,338326.75,2.496,0.235,0.318,7.738,7.689,38145.11,0.994,0.075
4330,wide,awake,1047,4.591,9414.414,2.413,0.089,0.032,7.968,7.688,1042.409,0.996,0.003
47298,contextually,relevant,704,2.737,6783.546,2.665,0.005,0.44,8.014,7.683,701.263,0.996,0.002
31143,third,most,245,0.807,2336.542,2.527,0.01,0.086,8.261,7.683,244.193,0.997,0.001
470,seemingly,inexhaustible,458,2.461,4066.417,2.466,0.361,0.003,8.187,7.683,455.539,0.995,0.001
4559,pleasantly,plump,178,0.581,1700.224,2.53,0.086,0.008,8.388,7.68,177.419,0.997,0.001
2042,previously,unknown,11498,62.901,100726.99,2.412,0.16,0.156,7.766,7.68,11435.099,0.995,0.025
3550,notoriously,unreliable,984,4.385,8826.147,2.411,0.106,0.025,7.971,7.679,979.615,0.996,0.003
1718,mentally,unstable,4467,24.136,38853.754,2.378,0.179,0.055,7.817,7.676,4442.864,0.995,0.01
4582,practically,non-existent,1031,4.538,9259.261,2.41,0.085,0.033,7.956,7.674,1026.462,0.996,0.003
16726,authentically,mexican,53,0.104,557.189,2.728,0.023,0.014,9.03,7.674,52.896,0.998,0.0
14378,constitutionally,invalid,114,0.312,1123.579,2.585,0.027,0.019,8.554,7.673,113.688,0.997,0.0
107,almost,imperceptible,1563,14.008,12750.832,2.408,0.559,0.004,7.993,7.671,1548.992,0.991,0.002
1757,partly,sunny,3221,17.125,28064.117,2.377,0.177,0.041,7.836,7.67,3203.875,0.995,0.007
2861,predominantly,catholic,1378,6.514,12231.497,2.396,0.125,0.028,7.918,7.67,1371.486,0.995,0.003
4178,mainly,muslim,2055,9.696,18235.75,2.393,0.092,0.056,7.867,7.668,2045.304,0.995,0.005
10032,fiscally,conservative,4167,19.425,37855.234,2.487,0.039,0.271,7.803,7.668,4147.575,0.995,0.011
26728,nominally,christian,205,0.657,1960.942,2.527,0.013,0.06,8.304,7.667,204.343,0.997,0.001
42944,mind-numbingly,dull,128,0.359,1261.934,2.598,0.006,0.091,8.487,7.667,127.641,0.997,0.001
44268,sinfully,delicious,394,1.431,3742.004,2.556,0.006,0.23,8.113,7.665,392.569,0.996,0.001
20233,densely,textured,34,0.05,376.224,2.85,0.018,0.015,9.425,7.665,33.95,0.999,0.0
593,largely,untapped,1446,8.758,12437.587,2.394,0.326,0.009,7.938,7.665,1437.242,0.994,0.003
24471,precisely,such,203,0.652,1939.76,2.524,0.014,0.053,8.303,7.663,202.348,0.997,0.001
45202,linguistically,diverse,694,2.736,6618.565,2.621,0.005,0.389,7.994,7.661,691.264,0.996,0.002
7484,hilariously,deadpan,49,0.095,517.428,2.744,0.054,0.006,9.093,7.659,48.905,0.998,0.0
7094,allegedly,defective,203,0.679,1924.011,2.508,0.056,0.013,8.308,7.656,202.321,0.997,0.001
28179,finely,detailed,1524,6.564,14205.455,2.562,0.012,0.355,7.876,7.654,1517.436,0.996,0.004
43435,cruelly,ironic,107,0.285,1064.483,2.615,0.006,0.082,8.559,7.654,106.715,0.997,0.0
8066,quickly,deployable,53,0.107,554.714,2.723,0.05,0.006,9.022,7.654,52.893,0.998,0.0
4951,roughly,chopped,104,0.292,1023.561,2.592,0.08,0.006,8.595,7.648,103.708,0.997,0.0
9822,beyond,thrilled,1178,5.117,10613.042,2.416,0.04,0.08,7.906,7.648,1172.883,0.996,0.003
12411,automatically,unlocked,61,0.132,629.759,2.688,0.031,0.011,8.902,7.648,60.868,0.998,0.0
402,fully,adjustable,3579,25.508,29913.098,2.363,0.382,0.016,7.828,7.648,3553.492,0.993,0.006
7363,woefully,uninformed,145,0.445,1398.366,2.543,0.055,0.01,8.428,7.647,144.555,0.997,0.001
12894,endlessly,fascinating,1659,7.356,14982.901,2.436,0.03,0.148,7.861,7.646,1651.644,0.996,0.004
6913,exclusively,homosexual,130,0.388,1261.62,2.557,0.058,0.009,8.476,7.646,129.612,0.997,0.001
30130,firmly,intact,266,0.917,2512.544,2.507,0.011,0.085,8.196,7.643,265.083,0.997,0.001
22268,justifiably,outraged,94,0.243,936.522,2.608,0.016,0.027,8.618,7.641,93.757,0.997,0.0
56653,confusingly,similar,700,2.799,6956.182,2.866,0.003,0.657,7.971,7.639,697.201,0.996,0.002
43859,evolutionarily,advantageous,84,0.207,848.203,2.646,0.006,0.071,8.675,7.639,83.793,0.998,0.0
18946,scrupulously,nonpartisan,23,0.025,268.906,2.989,0.02,0.013,9.88,7.639,22.975,0.999,0.0
7591,admittedly,unscientific,125,0.369,1215.088,2.56,0.053,0.01,8.483,7.637,124.631,0.997,0.001
46,still,ongoing,8942,128.961,66594.73,2.351,0.681,0.011,7.796,7.637,8813.039,0.986,0.007
1577,virtually,non-existent,2296,12.425,19924.762,2.37,0.19,0.027,7.833,7.635,2283.575,0.995,0.005
25113,peculiarly,american,450,1.718,4168.038,2.471,0.014,0.101,8.053,7.634,448.282,0.996,0.001
30557,philosophically,minded,82,0.201,826.009,2.634,0.011,0.038,8.686,7.634,81.799,0.998,0.0
5837,first,alternate,83,0.214,830.135,2.624,0.068,0.006,8.701,7.633,82.786,0.997,0.0
29933,savagely,satirical,23,0.025,268.933,2.989,0.011,0.023,9.867,7.631,22.975,0.999,0.0
48345,slyly,humorous,69,0.157,708.044,2.683,0.005,0.078,8.788,7.63,68.843,0.998,0.0
19539,gleefully,amoral,23,0.025,268.617,2.986,0.019,0.013,9.87,7.629,22.975,0.999,0.0
39067,devoutly,muslim,159,0.49,1537.199,2.555,0.007,0.086,8.353,7.625,158.51,0.997,0.001
5494,further,east,202,0.7,1903.036,2.498,0.072,0.01,8.281,7.623,201.3,0.997,0.001
314,fully,customisable,839,5.551,7160.828,2.412,0.411,0.004,8.007,7.623,833.449,0.993,0.002
2500,openly,trans,153,0.522,1455.751,2.534,0.138,0.004,8.408,7.621,152.478,0.997,0.001
412,fully,autonomous,3689,26.63,30715.94,2.355,0.377,0.016,7.798,7.621,3662.37,0.993,0.006
7765,roughly,comparable,860,3.739,7725.544,2.405,0.052,0.045,7.922,7.618,856.261,0.996,0.002
2976,morally,upright,651,2.933,5829.262,2.409,0.121,0.014,7.981,7.617,648.067,0.995,0.002
20687,authentically,italian,83,0.208,831.542,2.62,0.018,0.022,8.663,7.615,82.792,0.997,0.0
25352,federally,enforceable,55,0.114,571.981,2.704,0.014,0.023,8.935,7.612,54.886,0.998,0.0
9563,first,single,703,2.972,6348.533,2.414,0.041,0.048,7.947,7.61,700.028,0.996,0.002
3779,fundamentally,sound,1476,7.141,13006.142,2.377,0.1,0.036,7.843,7.607,1468.859,0.995,0.004
33422,deathly,afraid,1261,5.512,11740.696,2.565,0.009,0.371,7.851,7.606,1255.488,0.996,0.003
28885,glaringly,obvious,2212,10.118,20819.895,2.649,0.011,0.503,7.789,7.605,2201.882,0.995,0.006
39516,federally,qualified,631,2.566,5878.602,2.528,0.007,0.265,7.952,7.602,628.434,0.996,0.002
45,still,undecided,4931,70.804,36772.45,2.355,0.684,0.006,7.816,7.601,4860.196,0.986,0.004
2657,emotionally,disturbed,453,1.982,4086.246,2.425,0.133,0.009,8.042,7.6,451.018,0.996,0.001
20438,charmingly,rustic,83,0.211,829.514,2.615,0.018,0.022,8.646,7.598,82.789,0.997,0.0
36007,hideously,ugly,234,0.808,2211.899,2.511,0.008,0.098,8.189,7.597,233.192,0.997,0.001
46372,optically,transparent,237,0.821,2254.237,2.539,0.005,0.159,8.181,7.595,236.179,0.997,0.001
15742,comfortably,snug,87,0.227,865.031,2.604,0.024,0.016,8.617,7.594,86.773,0.997,0.0
16205,functionally,extinct,207,0.706,1950.626,2.492,0.023,0.031,8.23,7.594,206.294,0.997,0.001
2511,barely,distinguishable,544,2.469,4870.614,2.412,0.137,0.01,7.997,7.594,541.531,0.995,0.001
10435,unduly,alarmist,40,0.071,429.04,2.778,0.038,0.007,9.2,7.593,39.929,0.998,0.0
25761,deathly,pale,134,0.404,1295.691,2.546,0.013,0.039,8.394,7.592,133.596,0.997,0.001
2847,openly,contemptuous,208,0.778,1938.431,2.488,0.126,0.005,8.255,7.591,207.222,0.996,0.001
8172,severely,depressed,1310,6.039,11643.559,2.389,0.049,0.069,7.833,7.589,1303.961,0.995,0.003
5149,over,zealous,270,1.028,2494.637,2.46,0.077,0.011,8.153,7.588,268.972,0.996,0.001
8245,effectively,insolvent,71,0.174,716.029,2.639,0.049,0.007,8.745,7.588,70.826,0.998,0.0
21956,elegantly,understated,98,0.268,965.818,2.585,0.016,0.026,8.541,7.587,97.732,0.997,0.0
3393,morally,ambiguous,1560,7.77,13668.541,2.368,0.11,0.034,7.817,7.586,1552.23,0.995,0.004
2123,sexually,predatory,318,1.352,2893.858,2.449,0.157,0.006,8.124,7.585,316.648,0.996,0.001
4759,partially,convertible,119,0.367,1149.371,2.552,0.083,0.006,8.465,7.584,118.633,0.997,0.0
1712,virtually,unchanged,3684,21.034,31595.312,2.349,0.18,0.043,7.738,7.583,3662.966,0.994,0.008
3931,merely,incidental,273,1.066,2513.851,2.457,0.097,0.009,8.148,7.581,271.934,0.996,0.001
32048,obscenely,wealthy,319,1.189,2969.413,2.481,0.01,0.103,8.082,7.58,317.811,0.996,0.001
19209,effortlessly,stylish,514,2.087,4687.81,2.436,0.019,0.078,7.972,7.58,511.913,0.996,0.002
10969,ostensibly,nonpartisan,42,0.077,447.069,2.759,0.036,0.008,9.139,7.579,41.923,0.998,0.0
40514,warmly,welcoming,157,0.498,1509.174,2.543,0.007,0.089,8.311,7.578,156.502,0.997,0.001
13063,genetically,identical,1541,7.126,13763.59,2.411,0.03,0.134,7.8,7.577,1533.874,0.995,0.004
2470,barely,detectable,467,2.099,4190.386,2.417,0.139,0.009,8.013,7.577,464.901,0.996,0.001
18060,nominally,socialist,48,0.095,503.532,2.723,0.021,0.014,9.012,7.577,47.905,0.998,0.0
3477,mainly,east,302,1.22,2763.613,2.447,0.108,0.008,8.116,7.576,300.78,0.996,0.001
16560,worst,possible,8302,41.734,82905.19,3.177,0.023,0.861,7.669,7.575,8260.266,0.995,0.02
17636,nigh,invulnerable,33,0.051,361.993,2.829,0.021,0.012,9.36,7.566,32.949,0.998,0.0
982,easily,searchable,1014,5.768,8754.688,2.375,0.252,0.008,7.878,7.566,1008.232,0.994,0.002
51798,seismically,active,919,3.992,8940.512,2.801,0.004,0.633,7.853,7.565,915.008,0.996,0.003
48600,mind-numbingly,boring,266,0.963,2515.312,2.535,0.005,0.189,8.116,7.565,265.037,0.996,0.001
55135,athletically,inclined,145,0.452,1409.576,2.586,0.003,0.163,8.329,7.564,144.548,0.997,0.001
6973,severely,allergic,316,1.242,2895.042,2.439,0.057,0.017,8.077,7.562,314.758,0.996,0.001
25682,irresistibly,catchy,156,0.503,1488.067,2.518,0.013,0.043,8.298,7.56,155.497,0.997,0.001
1269,virtually,unchallenged,367,1.74,3284.852,2.433,0.217,0.004,8.074,7.557,365.26,0.995,0.001
16800,explicitly,sexual,291,1.096,2687.436,2.453,0.023,0.041,8.086,7.556,289.904,0.996,0.001
17266,humanly,possible,7913,40.242,78593.42,3.141,0.022,0.851,7.651,7.554,7872.758,0.995,0.019
43017,deep,red,142,0.445,1368.674,2.55,0.006,0.091,8.328,7.553,141.555,0.997,0.001
2709,predominantly,hispanic,471,2.137,4213.216,2.408,0.13,0.009,7.986,7.553,468.863,0.995,0.001
734,largely,unnoticed,2579,17.062,21657.197,2.341,0.299,0.016,7.753,7.552,2561.938,0.993,0.005
19269,extra,cautious,818,3.59,7366.358,2.42,0.019,0.116,7.86,7.552,814.41,0.996,0.002
5811,allegedly,blasphemous,86,0.238,847.909,2.593,0.068,0.005,8.599,7.551,85.762,0.997,0.0
40361,worldwide,gross,60,0.135,614.989,2.675,0.007,0.047,8.803,7.548,59.865,0.998,0.0
33166,grotesquely,swollen,59,0.132,604.686,2.672,0.009,0.034,8.815,7.546,58.868,0.998,0.0
51951,recognizably,human,287,1.069,2711.924,2.546,0.004,0.232,8.075,7.545,285.931,0.996,0.001
12820,genetically,distinct,951,4.307,8481.491,2.395,0.03,0.083,7.831,7.545,946.693,0.995,0.002
24849,rigidly,patriarchal,24,0.029,275.49,2.942,0.014,0.017,9.719,7.541,23.971,0.999,0.0
3517,painfully,unfunny,194,0.726,1803.852,2.479,0.107,0.006,8.223,7.54,193.274,0.996,0.001
17430,explicitly,christian,347,1.365,3176.884,2.437,0.022,0.049,8.021,7.539,345.635,0.996,0.001
34937,internally,consistent,852,3.755,7804.502,2.495,0.009,0.267,7.838,7.539,848.245,0.996,0.002
13055,hopelessly,outdated,309,1.199,2834.527,2.439,0.03,0.032,8.053,7.538,307.801,0.996,0.001
16607,hitherto,unrecognized,55,0.121,565.578,2.678,0.023,0.013,8.865,7.537,54.879,0.998,0.0
8076,brutally,frank,343,1.383,3123.371,2.426,0.05,0.02,8.028,7.536,341.617,0.996,0.001
45514,warmly,welcome,392,1.557,3649.329,2.512,0.005,0.221,7.984,7.535,390.443,0.996,0.001
27352,meticulously,handmade,46,0.091,482.538,2.724,0.012,0.022,9.0,7.532,45.909,0.998,0.0
5816,strongly,pro-choice,102,0.306,989.248,2.558,0.068,0.006,8.482,7.529,101.694,0.997,0.0
9218,internationally,unrecognized,104,0.308,1008.974,2.553,0.043,0.01,8.462,7.529,103.692,0.997,0.0
21505,dynamically,extensible,16,0.012,197.768,3.138,0.017,0.015,10.36,7.528,15.988,0.999,0.0
3193,morally,objectionable,619,2.943,5471.504,2.382,0.115,0.013,7.892,7.52,616.057,0.995,0.002
2048,purely,hypothetical,481,2.31,4263.067,2.398,0.16,0.007,7.954,7.519,478.69,0.995,0.001
16566,second,most,545,2.335,4907.26,2.408,0.023,0.066,7.9,7.519,542.665,0.996,0.002
16012,sincerely,remorseful,46,0.093,480.888,2.716,0.024,0.011,8.99,7.517,45.907,0.998,0.0
837,easily,fixable,344,1.776,3045.59,2.431,0.278,0.003,8.069,7.516,342.224,0.995,0.001
17041,somewhere,tropical,76,0.198,755.651,2.603,0.022,0.016,8.616,7.513,75.802,0.997,0.0
320,fully,programmable,567,3.795,4821.619,2.403,0.406,0.002,7.978,7.511,563.205,0.993,0.001
11486,deliberately,misleading,549,2.394,4918.003,2.395,0.034,0.044,7.891,7.51,546.606,0.996,0.001
2190,physically,fit,2225,12.577,19032.268,2.333,0.153,0.031,7.706,7.509,2212.423,0.994,0.005
2577,better,informed,215,0.867,1973.838,2.46,0.135,0.005,8.164,7.508,214.133,0.996,0.001
3578,newly,jobless,98,0.303,948.099,2.561,0.105,0.004,8.496,7.507,97.697,0.997,0.0
1637,purely,advisory,202,0.842,1851.829,2.471,0.184,0.003,8.2,7.506,201.158,0.996,0.001
23617,ideologically,pure,368,1.488,3355.48,2.433,0.015,0.072,7.972,7.505,366.512,0.996,0.001
10030,clinically,obese,390,1.637,3519.126,2.407,0.039,0.028,7.954,7.497,388.363,0.996,0.001
25392,farther,out,18,0.016,216.431,3.063,0.014,0.017,10.112,7.494,17.984,0.999,0.0
6078,half,empty,3300,17.612,28576.795,2.354,0.065,0.112,7.647,7.493,3282.388,0.995,0.007
14107,down,south,40,0.075,423.67,2.747,0.027,0.009,9.094,7.492,39.925,0.998,0.0
601,perfectly,round,1802,12.535,15002.154,2.333,0.325,0.009,7.736,7.491,1789.465,0.993,0.003
21156,obsessively,compulsive,19,0.019,225.896,3.033,0.017,0.014,10.02,7.49,18.981,0.999,0.0
5913,strongly,pro-israel,98,0.298,947.699,2.552,0.067,0.006,8.461,7.487,97.702,0.997,0.0
5963,officially,non-partisan,59,0.144,596.617,2.649,0.067,0.004,8.781,7.486,58.856,0.998,0.0
1914,previously,unexplored,722,3.786,6279.89,2.364,0.167,0.01,7.839,7.485,718.214,0.995,0.002
581,seemingly,boundless,449,2.647,3885.114,2.404,0.329,0.003,7.983,7.485,446.353,0.994,0.001
35538,rigidly,upright,45,0.091,470.78,2.719,0.008,0.032,8.969,7.485,44.909,0.998,0.0
20610,quintessentially,french,152,0.514,1433.908,2.493,0.018,0.03,8.234,7.484,151.486,0.997,0.001
13110,individually,programmable,41,0.079,432.388,2.737,0.03,0.009,9.063,7.483,40.921,0.998,0.0
2264,socially,inept,1216,6.634,10466.545,2.341,0.149,0.018,7.751,7.483,1209.366,0.995,0.003
3702,primarily,nocturnal,177,0.672,1640.097,2.471,0.102,0.005,8.197,7.481,176.328,0.996,0.001
3442,strictly,controlled,186,0.719,1717.748,2.466,0.108,0.005,8.18,7.481,185.281,0.996,0.001
21714,distinctively,christian,267,1.038,2449.284,2.44,0.017,0.049,8.03,7.477,265.962,0.996,0.001
27752,internally,coherent,118,0.37,1131.049,2.527,0.012,0.037,8.334,7.475,117.63,0.997,0.0
34274,grimly,comic,53,0.118,543.734,2.674,0.009,0.032,8.823,7.474,52.882,0.998,0.0
52646,nakedly,political,168,0.582,1596.219,2.535,0.004,0.151,8.18,7.474,167.418,0.997,0.001
18347,slowly,evolving,64,0.159,642.426,2.624,0.02,0.015,8.684,7.469,63.841,0.998,0.0
44077,accurately,descriptive,43,0.085,451.866,2.732,0.006,0.046,8.991,7.467,42.915,0.998,0.0
52061,irredeemably,evil,118,0.37,1139.765,2.56,0.004,0.114,8.323,7.466,117.63,0.997,0.0
4234,normally,staid,210,0.833,1925.527,2.447,0.091,0.007,8.116,7.466,209.167,0.996,0.001
14132,keenly,aware,8683,47.333,81869.27,2.801,0.027,0.699,7.559,7.466,8635.667,0.995,0.019
3458,emotionally,abusive,1396,7.481,12018.357,2.333,0.108,0.029,7.709,7.465,1388.519,0.995,0.003
4450,strictly,voluntary,604,2.898,5312.446,2.366,0.087,0.017,7.835,7.463,601.102,0.995,0.001
27369,nominally,catholic,136,0.45,1289.477,2.505,0.012,0.04,8.257,7.462,135.55,0.997,0.0
11507,refreshingly,candid,336,1.404,3033.139,2.407,0.034,0.028,7.953,7.46,334.596,0.996,0.001
4318,uniquely,american,2908,16.189,24879.084,2.326,0.089,0.069,7.624,7.458,2891.811,0.994,0.006
8571,properly,so-called,42,0.085,439.726,2.723,0.047,0.005,9.023,7.457,41.915,0.998,0.0
12500,blatantly,racist,712,3.325,6289.192,2.371,0.031,0.058,7.788,7.456,708.675,0.995,0.002
18564,relentlessly,upbeat,358,1.498,3233.531,2.41,0.02,0.051,7.93,7.455,356.502,0.996,0.001
3613,ultimately,unsatisfying,273,1.17,2464.476,2.419,0.104,0.007,8.024,7.455,271.83,0.996,0.001
9947,woefully,incomplete,339,1.431,3053.904,2.403,0.04,0.024,7.947,7.455,337.569,0.996,0.001
22880,up,next,357,1.489,3230.944,2.417,0.016,0.065,7.928,7.454,355.511,0.996,0.001
12237,ideologically,driven,39,0.074,412.233,2.743,0.032,0.008,9.083,7.454,38.926,0.998,0.0
4530,culturally,insensitive,639,3.104,5604.257,2.361,0.086,0.018,7.815,7.454,635.896,0.995,0.002
9512,criminally,underappreciated,101,0.312,971.035,2.534,0.042,0.009,8.398,7.45,100.688,0.997,0.0
4219,visually,appealing,7973,46.938,68265.08,2.356,0.091,0.176,7.546,7.447,7926.062,0.994,0.016
12446,endlessly,inventive,355,1.511,3191.755,2.399,0.031,0.032,7.922,7.443,353.489,0.996,0.001
2293,predominantly,palestinian,170,0.683,1564.008,2.468,0.147,0.003,8.189,7.442,169.317,0.996,0.001
566,fully,functional,15686,127.888,126750.63,2.296,0.333,0.068,7.525,7.442,15558.112,0.992,0.023
7874,eminently,listenable,66,0.173,656.648,2.609,0.051,0.006,8.65,7.442,65.827,0.997,0.0
11144,acutely,aware,11239,63.362,104779.16,2.757,0.035,0.676,7.522,7.441,11175.638,0.994,0.024
22168,heretofore,unrecognized,39,0.074,411.969,2.74,0.016,0.015,9.061,7.44,38.926,0.998,0.0
47383,obnoxiously,loud,251,0.979,2326.817,2.486,0.005,0.157,8.009,7.44,250.021,0.996,0.001
31200,disarmingly,frank,71,0.187,704.419,2.6,0.01,0.031,8.58,7.439,70.813,0.997,0.0
15935,intrinsically,evil,717,3.372,6331.148,2.373,0.024,0.076,7.767,7.437,713.628,0.995,0.002
7374,refreshingly,unpretentious,64,0.167,637.939,2.614,0.055,0.005,8.666,7.436,63.833,0.997,0.0
2177,sexually,oriented,220,0.955,1991.738,2.437,0.153,0.004,8.088,7.435,219.045,0.996,0.001
7450,initially,reluctant,1506,7.857,13013.843,2.335,0.054,0.064,7.663,7.434,1498.143,0.995,0.003
43780,dynamically,scalable,52,0.118,532.576,2.673,0.006,0.048,8.797,7.434,51.882,0.998,0.0
2477,barely,passable,273,1.23,2446.928,2.414,0.138,0.005,8.009,7.43,271.77,0.995,0.001
35203,mechanically,inclined,362,1.53,3285.006,2.434,0.009,0.12,7.899,7.43,360.47,0.996,0.001
26418,heretofore,unexplored,56,0.133,567.136,2.644,0.013,0.022,8.738,7.43,55.867,0.998,0.0
12788,ethically,indefensible,71,0.191,701.304,2.59,0.03,0.01,8.579,7.429,70.809,0.997,0.0
