adj_lemma,SUM,very,more,most,so,too,as,not,how,much,really,less,pretty,even,still,also,extremely,quite,relatively,highly,particularly,increasingly,just,far,partly,always,especially,immediately,completely,almost,now,only,slightly,fairly,mostly,that,already,no,politically,all,absolutely,totally,often,potentially,truly,largely,incredibly,rather,equally,entirely,deeply,somewhat,fully,well,real,little,nearly,unusually,generally,predominantly,perfectly,sometimes,mentally,long,super,yet,surprisingly,significantly,virtually,probably,overly,seemingly,of,usually,once,least,than,clearly,ever,actually,any,certainly,sharply,longer,otherwise,environmentally,currently,remarkably,mainly,hugely,financially,simply,terribly,sexually,definitely,economically,heavily,physically,seriously,apparently,exceptionally,legally,considerably,readily,reasonably,widely,about,easily,socially,hardly,extraordinarily,wildly,historically,bit,previously,however,both,critically,never,barely,traditionally,obviously,openly,substantially,unexpectedly,overwhelmingly,when,utterly,notoriously,technically,genuinely,wide,purely,fundamentally,sufficiently,vastly,necessarily,exactly,perhaps,dangerously,immensely,newly,mutually,terminally,consistently,similarly,enormously,emotionally,better,then,essentially,finally,normally,moderately,directly,painfully,comparatively,commercially,damn,typically,awfully,inherently,morally,personally,intensely,fiercely,downright,profoundly,way,exceedingly,indeed,double,possibly,desperately,plain,therefore,amazingly,wholly,primarily,thoroughly,ultimately,naturally,best,tremendously,racially,publicly,cautiously,wonderfully,decidedly,uniquely,basically,likely,marginally,visually,formerly,half,reportedly,dramatically,statistically,initially,visibly,strictly,roughly,practically,ridiculously,severely,culturally,extra,allegedly,brand,up,strikingly,ethnically,merely,radically,mildly,supposedly,technologically,broadly,again,back,unbelievably,eerily,suddenly,fiscally,where,internationally,psychologically,chronically,acutely,distinctly,medically,closely,dead,enough,partially,strongly,somehow,altogether,strategically,pleasantly,second,artificially,excessively,rarely,kinda,keenly,modestly,occasionally,instantly,brutally,further,strangely,vitally,remotely,noticeably,narrowly,officially,bitterly,notably,near,infinitely,deceptively,abundantly,oddly,famously,markedly,gravely,doubly,minimally,impossibly,thus,vaguely,woefully,solely,abnormally,frequently,lot,maybe,stunningly,over,unseasonably,horribly,insanely,crystal,grossly,constantly,supremely,whenever,but,darn,prohibitively,deliberately,disproportionately,intellectually,down,freely,criminally,plenty,bone,conspicuously,forever,patently,undeniably,understandably,exclusively,astonishingly,universally,there,locally,shockingly,right,greatly,nationally,scantily,progressively,kind,mighty,firmly,out,beautifully,aesthetically,hiv,genetically,though,quietly,sparsely,home,globally,stubbornly,clinically,overtly,unnecessarily
excellent,2090,115,96,324,56,5,95,36,16,13,186,2,29,12,45,161,10,36,1,2,17,3,42,0,0,53,3,0,1,2,7,4,0,2,11,5,44,0,0,45,41,7,15,13,89,3,1,14,22,0,0,0,0,6,4,0,1,2,53,0,2,6,0,0,2,1,6,0,0,0,0,0,1,14,2,1,4,0,1,8,0,2,0,0,51,0,0,0,0,0,0,12,1,0,1,0,0,0,3,5,3,0,1,0,1,0,2,0,0,0,0,1,3,0,4,3,15,0,1,0,0,4,0,0,0,0,0,3,0,32,3,0,0,1,1,0,1,0,0,0,0,0,0,0,60,1,0,0,0,1,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,2,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,1,1,0,1,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,1,0,1,0,0
resilient,2086,175,820,173,59,7,56,8,55,2,7,46,56,1,8,7,34,38,29,34,4,5,2,2,0,3,5,0,1,0,0,1,1,31,1,5,0,0,2,1,1,5,4,0,1,2,34,4,7,0,0,7,2,0,1,0,0,3,4,0,0,0,3,0,2,6,48,0,0,0,0,1,0,0,1,1,1,1,4,0,0,2,0,1,0,1,0,102,0,1,4,0,0,0,1,5,0,5,0,0,2,0,0,0,3,0,1,0,0,0,6,0,0,0,3,0,3,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,1,1,9,0,0,0,0,9,1,0,0,1,1,0,6,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,30,0,0,0,1,2,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0
lenient,2081,30,837,63,30,857,30,2,5,0,0,13,8,0,0,4,10,2,58,0,5,3,0,0,0,0,0,0,0,0,0,1,0,10,0,1,3,0,0,1,0,0,6,0,0,0,2,6,0,0,0,5,0,0,3,0,0,7,3,0,0,0,0,0,0,1,1,0,0,0,23,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unpredictable,2067,176,233,215,186,71,139,11,32,2,19,6,18,2,16,14,21,24,2,88,4,32,2,0,0,58,3,0,49,6,3,0,5,12,3,0,7,0,10,2,10,72,60,1,7,11,2,10,22,18,4,26,0,1,1,2,1,1,5,0,0,33,0,0,0,8,1,0,1,0,0,5,3,6,1,0,0,0,3,2,0,3,0,1,5,0,2,1,0,1,1,3,2,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,2,3,43,1,16,0,0,2,0,1,0,3,1,0,0,0,0,1,12,55,1,0,0,1,1,1,0,0,2,1,21,0,0,0,0,5,1,1,2,0,0,2,0,2,0,0,0,0,0,0,4,0,14,0,1,0,1,0,0,0,2,1,0,1,0,1,6,1,5,0,4,1,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lovely,2064,249,76,92,423,21,123,7,58,5,200,7,7,7,26,30,6,113,0,0,31,0,98,1,0,20,14,0,4,0,1,3,0,0,0,7,1,0,0,14,65,4,9,1,45,0,9,48,14,0,0,0,0,0,0,0,0,3,2,0,33,1,0,0,8,0,2,0,0,1,0,0,2,0,7,0,3,0,5,3,1,3,0,0,10,0,0,5,0,0,0,23,1,0,4,0,0,1,3,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,2,1,0,0,0,2,0,3,0,0,2,0,2,0,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
general,2055,244,1221,143,38,118,23,9,3,6,7,12,19,6,3,2,5,13,3,1,1,0,22,1,0,1,0,0,2,3,2,51,0,19,1,0,0,0,0,0,0,0,3,0,3,0,0,12,0,0,0,7,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,1,2,0,0,0,3,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balanced,2055,157,906,96,23,2,34,0,8,2,14,12,19,2,4,1,3,17,16,7,0,0,1,0,0,2,2,0,1,5,1,2,0,20,1,0,0,0,18,2,2,2,0,0,6,2,1,5,23,0,0,4,4,124,11,0,15,1,9,0,73,0,3,4,0,1,2,0,3,2,0,0,7,1,0,0,1,0,4,2,0,1,0,1,0,1,3,5,0,0,0,0,3,0,0,0,1,0,0,0,2,1,0,0,15,0,1,0,4,1,2,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,3,0,4,2,0,4,48,0,2,5,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,5,2,48,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,1,2,81,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,0,0,0,1,0,0,1,0,0,0,0
numerous,2045,47,698,239,232,369,173,19,11,0,6,48,2,3,12,12,7,12,1,0,9,13,1,0,0,1,11,0,0,0,6,0,0,4,0,2,4,0,0,1,0,0,3,2,1,0,3,2,7,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,11,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beloved,2042,13,55,1455,184,1,53,1,7,64,2,4,1,7,18,4,0,0,0,2,8,1,1,0,0,3,9,0,0,0,4,1,0,0,0,2,0,0,1,1,0,1,1,0,3,0,1,0,9,1,2,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,27,0,0,0,1,0,0,1,0,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tolerant,2040,139,935,81,44,56,36,23,20,1,2,267,7,1,3,10,21,13,26,15,5,12,1,0,0,5,6,0,4,0,0,4,0,17,1,2,1,0,6,3,2,4,0,0,1,3,8,5,1,0,1,4,3,0,1,0,0,4,32,0,1,1,0,3,0,0,7,0,0,0,3,3,1,8,1,7,3,0,0,1,0,0,0,3,2,0,0,15,0,0,0,0,2,1,0,0,0,0,0,1,4,0,0,0,2,5,0,0,14,0,2,0,4,0,1,0,0,0,0,1,19,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,1,0,0,26,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horrible,2017,45,95,299,286,86,142,69,128,2,128,16,98,1,14,7,6,16,2,0,18,3,151,0,0,6,4,0,12,0,0,4,2,3,3,11,1,2,0,11,116,3,5,4,55,0,9,5,8,3,0,2,0,0,2,1,0,2,1,0,6,3,0,1,1,0,0,0,0,2,0,1,2,0,0,3,1,1,0,4,0,3,0,0,2,0,0,0,0,0,0,9,2,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,7,2,0,0,0,0,3,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,6,0,0,10,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ideal,2010,45,101,258,37,1,49,604,4,2,24,18,13,4,0,185,2,10,0,0,8,0,20,0,0,36,13,0,3,74,0,11,0,3,4,7,0,0,0,9,26,1,8,3,6,1,1,2,4,3,0,1,0,3,2,0,49,0,1,0,2,0,0,3,4,6,0,0,7,8,0,19,2,7,3,2,101,0,2,5,0,1,0,1,3,2,0,0,0,0,0,5,0,0,2,1,0,1,0,3,0,0,0,0,0,0,8,0,1,36,0,0,0,1,0,1,1,1,16,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,17,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
regarded,2010,0,1,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1872,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weaker,2009,0,1,0,0,0,2,0,0,519,1,0,0,232,21,84,0,1,12,0,0,7,2,139,0,1,0,0,0,1,10,4,314,0,18,0,7,3,6,5,0,0,7,10,0,1,0,2,0,0,0,62,0,1,0,4,0,0,46,0,0,0,0,0,0,3,1,75,0,6,0,0,0,7,0,0,0,6,0,3,9,2,53,0,0,0,1,0,2,0,11,2,0,0,5,9,0,12,1,0,0,0,62,0,0,0,0,0,2,0,0,0,9,1,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,6,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,14,0,0,0,0,16,2,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,11,0,23,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
outrageous,1993,8,263,426,213,47,85,14,34,2,45,25,58,14,8,7,6,27,1,2,34,14,74,0,0,5,23,0,45,3,0,5,1,11,0,6,3,0,1,0,123,38,42,0,21,0,2,8,14,2,0,7,1,0,0,1,1,1,2,0,3,32,0,1,0,1,0,0,0,0,0,7,6,0,3,0,2,5,0,1,0,2,0,0,0,0,0,0,0,0,0,42,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,4,0,1,1,8,0,0,0,0,0,8,0,0,0,0,0,9,1,0,0,0,1,1,4,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,15,0,0,0,5,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
celebrated,1992,2,147,1277,18,0,33,0,0,11,5,53,0,14,33,37,0,0,0,13,3,1,4,0,0,1,1,1,0,0,26,2,0,1,0,0,2,0,0,2,0,0,10,0,1,1,0,0,7,0,0,0,1,0,0,2,0,0,1,1,0,3,0,10,0,0,0,0,0,0,0,0,1,12,27,7,0,0,2,1,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,1,0,3,0,0,0,0,0,3,0,3,31,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,1,4,0,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
obscure,1992,53,492,188,116,83,66,10,21,0,25,7,19,10,23,4,7,11,303,1,4,8,4,0,0,0,0,0,9,2,7,1,6,27,16,1,1,0,3,0,0,10,45,1,3,7,1,42,12,7,2,66,0,0,0,0,1,0,0,0,1,15,0,2,3,2,2,0,1,0,1,15,3,3,22,0,0,0,0,0,0,0,0,2,17,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,1,3,38,10,2,0,0,0,2,0,0,0,0,0,0,4,0,1,2,0,0,0,1,1,0,5,0,1,0,0,0,0,0,3,0,0,0,7,0,1,2,0,0,1,8,1,1,0,1,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
telling,1988,69,415,580,14,4,46,0,4,1,5,5,13,0,0,4,5,15,0,0,35,0,1,0,0,0,15,0,0,0,0,0,0,1,0,1,0,707,0,0,0,0,0,1,0,0,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inexpensive,1984,270,50,142,79,9,57,29,10,2,20,1,31,7,19,23,14,34,855,1,2,10,3,0,0,1,2,0,2,0,6,2,0,83,11,1,4,0,0,1,0,1,10,4,2,0,22,16,2,0,0,1,0,1,3,0,0,2,8,0,0,0,0,0,8,0,10,1,0,0,0,2,0,11,2,3,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,11,0,2,0,0,2,1,1,1,0,0,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
