prev_form_lower,SUM,or,something,all,some,often,always,sometimes,both,many,everything,everyone,someone,everybody,either,somebody,every
modernisation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mods,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mom,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
moss,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monica,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
monsters,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
monthly,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
morals,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awards,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
more-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moreover,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mort,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mortgages,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mosley,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mysteriously,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mythologising,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magnitudes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
newer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neighborhood,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neighborhoods,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neighbours,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nephews,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nerves,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nervously,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ness,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
networks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neurons,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
never,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newfags,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
negativity,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
newly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
newsguy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
certainty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nexus,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nice,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nicer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
niche,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nicki,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nicole,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neglected,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
negative,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n&t,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nasty,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nah,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naievely,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nails,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naked,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
naps,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
narrative,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
narratives,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nascar,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nastier,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aughts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necklines,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
natives,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nato,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
auerbach,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audrey,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nazis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nd,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nearby,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nebraska,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
attri,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
necklace,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minorly,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minority,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ministers,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
maths,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mars,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mary,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
backs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mastercards,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
masterpieces,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mastery,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matches,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
backpacks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
materially,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mats,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marriage,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backpack,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backgrounds,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mattresses,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
maturity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
babies,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mayor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maze,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdba,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b.c's,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
meal,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
marriages,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
maroons,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mines,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
manga,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maintenance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
majorities,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
majorly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makeups,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
malaise,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
malcontent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malone,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mamma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
balkanisation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
man's,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
manuela,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marketplace,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bait,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mara,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
march,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marea,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
margaritas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bags,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
margins,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
marijuan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mariners,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mark,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meals,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meanwhile,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
measurably,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mile,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
metre,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miami,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaels,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
middle,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
midst,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aww,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mil,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milan,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miles,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
measure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milestones,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
militants,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
militarily,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
military,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milks,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mill,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milleris,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
awful,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mind-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mindscape,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metabolism,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
messi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mesh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mechademiais,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mechanically,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mechanics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medicinally,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
medicine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medicines,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
medium,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medjum,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
megan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meltdown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
member-states,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
b-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mencaba,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ayahuasca,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mention,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mentorship,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
menu,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
merchant,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
axe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meringue,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nigeria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
niggas,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nights,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oxtail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
artifacts,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
over-abundant,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
articles,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
overbearingly,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
overheads,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
overlords,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
article,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arthur,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ars,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owsers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pa,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
outside,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pacific,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paganism,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
arousal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
paintings,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pair,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palpably,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
panel,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
panoramas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panther,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
par-4s,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ovary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
artificially,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
optional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osborne,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
or-less,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orange,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orbit,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ore,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
oregon,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oreo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orgaisiert,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
organisation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
organization,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
originalreads,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arts,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
outragingly,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
artlessly,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
artists,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otherworldly,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ought,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
artist-artisan,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ours,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outcomes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outlet,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outlets,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
outpour,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
paradoxical,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parenthood,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aren,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
peach,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peaches,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peers,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pellets,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pelvis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pens,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peons,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arenit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people-odds,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
percussion,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armyis,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
perfect,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
area(,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
***,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
performances,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
architecture,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
period,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
permanent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perpetually,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perry,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
architects,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcp,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pc,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
payment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patterns,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parker,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
parliament,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
participants,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arlene,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arithmetic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partners,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
argument,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
passion,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passport,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arguable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patch,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
patches,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patents,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
path,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pathogens,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paths,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
patil,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
patrician,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patriots,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
optionbit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
optimism,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
attendance,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nut,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelist,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atari,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
at-,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
npcs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nra,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nudity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numbering,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
astros,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numerically,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nutritionally,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notoriously,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nutshell,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nutt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyc,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nymphs,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
o,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
astrological,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obeid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
object,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
astonishingly,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
obliviously,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notions,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oppressively,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noble,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nominally,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nominees,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
attacks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
non-,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
non-adventist,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
non-governmental,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
non-rider,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
attacker,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
atomic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noticably,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
atom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
north,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
norwayis,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
atmospheric,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atmosphere,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not-quite-melody,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ati,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
note,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nothing,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obnoxiously,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
observation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obsessively,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aspects,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
omen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
omission,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assad,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aspire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aspirations,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
one-sixth,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
one-third,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
asphalt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oneself,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
onions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asleep,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
associations,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ons,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
op,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opera,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
operationally,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
operations,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
operators,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
opponent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asian,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opportunities,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
opposition,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olympian,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olmert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oliver,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
older,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
occupy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
octave,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
off..,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offender,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offense,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offensively,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
offers,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
assistants,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offices,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
official,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offline,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'is,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assignment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
