bigram_lower,SUM,ADJ,NEG
exclusively_mutual,4,4,0
very_chunky,4,4,0
completely_central,4,4,0
entirely_closed,4,4,0
as_unreal,4,4,0
that_prescient,4,4,0
almost_unheard,4,4,0
almost_unbelievable,4,4,0
too_unfortunate,4,3,1
as_unsettled,4,4,0
entirely_commercial,4,4,0
entirely_committed,4,4,0
even_sticky,4,4,0
well_compatible,4,4,0
actually_irrational,4,4,0
completely_captivating,4,4,0
as_negotiable,4,4,0
completely_indistinguishable,4,4,0
even_preferable,4,4,0
as_anti-democratic,4,4,0
as_accommodative,4,4,0
as_acquainted,4,4,0
visually_dominant,4,4,0
very_discernible,4,4,0
completely_shy,4,4,0
as_alcoholic,4,4,0
as_alike,4,4,0
economically_useful,4,4,0
economically_vital,4,4,0
yet_expensive,4,4,0
totally_lopsided,4,4,0
totally_logical,4,4,0
completely_sexist,4,4,0
yet_exhaustive,4,4,0
as_alternative,4,4,0
completely_senseless,4,4,0
as_amateur,4,4,0
as_amateurish,4,4,0
ever_evident,4,4,0
as_amorphous,4,4,0
already_susceptible,4,4,0
ever_essential,4,4,0
extraordinarily_different,4,3,1
that_industrious,4,4,0
extraordinarily_handsome,4,4,0
that_indulgent,4,4,0
totally_misleading,4,4,0
economically_justified,4,4,0
artistically_adventurous,4,4,0
visually_creative,4,4,0
very_dressy,4,4,0
completely_steady,4,4,0
artistically_brilliant,4,4,0
totally_modern,4,4,0
exactly_inspired,4,4,0
extraordinarily_low,4,4,0
economically_optimal,4,4,0
economically_prepared,4,4,0
economically_ruinous,4,4,0
exactly_instantaneous,4,4,0
very_dogmatic,4,4,0
extraordinarily_intelligent,4,4,0
totally_mindless,4,4,0
yet_favorable,4,4,0
already_uneasy,4,4,0
exactly_integral,4,4,0
very_disturbed,4,4,0
exactly_intellectual,4,4,0
extraordinarily_helpful,4,4,0
as_anemic,4,4,0
totally_lean,4,4,0
yet_fine,4,4,0
extraordinarily_complicated,4,4,0
as_bilingual,4,4,0
extra_vital,4,4,0
as_biodegradable,4,4,0
totally_inspiring,4,4,0
completely_responsive,4,4,0
as_bipartisan,4,4,0
totally_inhuman,4,4,0
exactly_joyful,4,4,0
effortlessly_accessible,4,4,0
effortlessly_available,4,4,0
completely_removable,4,4,0
totally_inert,4,4,0
as_budget-friendly,4,4,0
completely_remote,4,4,0
as_bureaucratic,4,4,0
as_cagey,4,4,0
exactly_knowledgeable,4,4,0
completely_relatable,4,4,0
completely_red,4,4,0
very_developed,4,4,0
acoustically_perfect,4,4,0
that_irrelevant,4,4,0
totally_incompatible,4,4,0
together_unusual,4,4,0
already_skeptical,4,4,0
totally_insurmountable,4,4,0
as_aspirational,4,4,0
together_true,4,4,0
educationally_sound,4,4,0
totally_knowledgeable,4,4,0
exactly_irish,4,4,0
that_inspired,4,4,0
yet_essential,4,4,0
there_better,4,3,1
yet_erect,4,4,0
uniformly_poor,4,4,0
as_argumentative,4,4,0
as_astonished,4,4,0
already_skilled,4,4,0
totally_ironic,4,4,0
accurately_representative,4,4,0
effectively_accessible,4,4,0
completely_rotten,4,4,0
totally_invulnerable,4,4,0
extraordinarily_brilliant,4,4,0
as_backward,4,4,0
as_bald,4,4,0
totally_interesting,4,4,0
totally_intentional,4,4,0
economically_irrational,4,4,0
very_easygoing,4,4,0
completely_reasonable,4,4,0
uniformly_consistent,4,4,0
exactly_impenetrable,4,4,0
extremely_appealing,4,4,0
very_flammable,4,4,0
exactly_implausible,4,4,0
totally_partisan,4,4,0
totally_paranoid,4,4,0
completely_unforgivable,4,4,0
very_finicky,4,4,0
abundantly_present,4,4,0
extremely_afraid,4,4,0
that_higher,4,4,0
very_finest,4,4,0
extremely_adventurous,4,4,0
appreciably_larger,4,4,0
easily_viewable,4,4,0
appreciably_more,4,4,0
very_ferocious,4,4,0
easily_washable,4,4,0
ever_heavy,4,3,1
extremely_addictive,4,4,0
easily_workable,4,4,0
totally_overwhelmed,4,4,0
also_amazing,4,4,0
completely_unimaginable,4,4,0
easily_soluble,4,4,0
totally_pathetic,4,4,0
very_glaring,4,4,0
extremely_boring,4,4,0
extremely_bold,4,3,1
very_grim,4,4,0
very_gregarious,4,4,0
completely_unsafe,4,4,0
yet_historic,4,4,0
extremely_bitter,4,4,0
apparently_eager,4,4,0
totally_plausible,4,4,0
abundantly_apparent,4,4,0
ever_idle,4,4,0
apparently_upset,4,4,0
completely_unrecognisable,4,4,0
very_genteel,4,3,1
very_generic,4,4,0
ever_hot,4,4,0
extremely_awful,4,4,0
visually_astounding,4,4,0
also_beautiful,4,4,0
extremely_athletic,4,4,0
extremely_artistic,4,4,0
apparently_successful,4,4,0
totally_overjoyed,4,4,0
completely_underground,4,4,0
economically_insecure,4,4,0
that_horrid,4,4,0
very_exhaustive,4,4,0
economically_better,4,4,0
completely_toxic,4,4,0
ever_glad,4,4,0
uniformly_easy,4,4,0
completely_toothless,4,4,0
yet_fortunate,4,4,0
economically_devastating,4,4,0
economically_dominant,4,4,0
completely_theoretical,4,4,0
academically_gifted,4,4,0
completely_terrifying,4,4,0
economically_effective,4,4,0
architecturally_interesting,4,4,0
very_enterprising,4,4,0
very_enduring,4,4,0
ever_fearful,4,4,0
already_weary,4,4,0
academically_interesting,4,4,0
extraordinarily_profitable,4,4,0
exactly_infinite,4,4,0
very_effusive,4,4,0
very_effortless,4,4,0
completely_tragic,4,4,0
that_illogical,4,4,0
totally_off-putting,4,4,0
ever_harmful,4,4,0
ecologically_conscious,4,4,0
very_fatal,4,4,0
that_hospitable,4,4,0
totally_outraged,4,4,0
that_hurt,4,4,0
academically_advanced,4,4,0
ecologically_diverse,4,4,0
totally_orthodox,4,4,0
also_afraid,4,4,0
completely_unbeatable,4,4,0
very_far,4,4,0
that_illegal,4,4,0
completely_unattractive,4,4,0
completely_unappealing,4,4,0
very_fantastic,4,4,0
completely_unaffordable,4,4,0
ecologically_responsible,4,4,0
that_ideological,4,4,0
totally_open-ended,4,4,0
ever_grateful,4,4,0
academically_competent,4,4,0
uniformly_dire,4,4,0
as_childlike,4,4,0
as_classical,4,4,0
as_negligent,4,4,0
already_late,4,4,0
that_momentous,4,4,0
totally_engrossing,4,4,0
completely_modern,4,4,0
emotionally_engaging,4,3,1
emotionally_evocative,4,4,0
ever_competitive,4,4,0
yet_complex,4,4,0
actually_anti-semitic,4,2,2
exactly_merciful,4,4,0
emotionally_fraught,4,4,0
completely_mean,4,4,0
as_incriminating,4,4,0
already_loyal,4,4,0
completely_mandatory,4,4,0
that_mundane,4,4,0
emotionally_intimate,4,4,0
actually_australian,4,4,0
as_ineffectual,4,4,0
as_inflated,4,4,0
as_informational,4,4,0
as_insubstantial,4,4,0
as_intangible,4,4,0
totally_dormant,4,4,0
as_illiterate,4,4,0
emotionally_distressed,4,4,0
emotionally_distant,4,4,0
as_gleeful,4,4,0
completely_negligent,4,4,0
ever_confusing,4,4,0
as_fragmented,4,4,0
as_french,4,4,0
as_fuel-efficient,4,4,0
as_galling,4,3,1
totally_exciting,4,4,0
exactly_masterful,4,4,0
as_ghastly,4,4,0
as_giant,4,4,0
very_dead,4,3,1
actually_amazed,4,4,0
very_dazzling,4,4,0
completely_motionless,4,4,0
emotionally_complex,4,4,0
as_high-tech,4,3,1
emotionally_concerned,4,4,0
very_damp,4,4,0
as_idiosyncratic,4,4,0
emotionally_demonstrative,4,4,0
emotionally_dependent,4,4,0
emotionally_detached,4,4,0
emotionally_persuasive,4,4,0
as_intrinsic,4,4,0
that_methodical,4,4,0
completely_limp,4,4,0
very_cosy,4,4,0
emotionally_true,4,4,0
yet_cluttered,4,4,0
as_misunderstood,4,4,0
as_monochromatic,4,4,0
totally_destitute,4,4,0
totally_desperate,4,4,0
that_noble,4,4,0
as_mortal,4,4,0
emotionally_volatile,4,4,0
totally_democratic,4,4,0
very_cost-efficient,4,4,0
totally_delusional,4,4,0
actually_canadian,4,4,0
as_multifaceted,4,4,0
actually_cancerous,4,4,0
already_holy,4,4,0
very_corrupt,4,4,0
exactly_mortal,4,4,0
completely_innovative,4,4,0
completely_innocuous,4,4,0
completely_inexplicable,4,4,0
totally_debilitating,4,4,0
already_ill,4,4,0
completely_internal,4,4,0
yet_cognizant,4,4,0
already_jam-packed,4,4,0
emotionally_raw,4,4,0
very_culpable,4,4,0
as_japanese,4,4,0
explicitly_misleading,4,4,0
emotionally_responsible,4,4,0
emotionally_responsive,4,4,0
completely_likeable,4,4,0
uniquely_available,4,4,0
as_justifiable,4,4,0
emotionally_satisfied,4,4,0
as_lifelike,4,3,1
as_metaphorical,4,4,0
emotionally_sensitive,4,4,0
emotionally_simple,4,3,1
exactly_miraculous,4,4,0
completely_kind,4,4,0
ever_cold,4,4,0
totally_disheartened,4,4,0
completely_irresistible,4,4,0
as_meager,4,4,0
as_medieval,4,4,0
too_advantageous,4,4,0
actually_adequate,4,4,0
completely_noble,4,4,0
that_jarring,4,4,0
already_positive,4,4,0
uniformly_stable,4,4,0
as_dictatorial,4,4,0
yet_deserving,4,4,0
exactly_lighthearted,4,4,0
as_diminutive,4,4,0
totally_helpful,4,4,0
yet_dependent,4,4,0
as_directional,4,4,0
ever_decisive,4,4,0
that_liquid,4,4,0
as_disillusioned,4,4,0
electorally_successful,4,4,0
completely_plain,4,4,0
already_problematic,4,4,0
visually_intimidating,4,4,0
that_local,4,4,0
completely_persuasive,4,4,0
already_privy,4,4,0
visually_intriguing,4,4,0
visually_intrusive,4,4,0
yet_defunct,4,4,0
yet_dear,4,3,1
actively_moderate,4,4,0
as_deplorable,4,3,1
already_related,4,4,0
as_deadpan,4,4,0
totally_impotent,4,4,0
totally_inadequate,4,4,0
as_closed,4,4,0
yet_dormant,4,4,0
completely_readable,4,4,0
completely_racist,4,4,0
completely_quantifiable,4,4,0
egregiously_offensive,4,3,1
very_desperate,4,4,0
totally_impractical,4,4,0
that_lasting,4,4,0
externally_obvious,4,4,0
completely_progressive,4,4,0
as_collegial,4,4,0
egregiously_terrible,4,4,0
completely_psyched,4,4,0
totally_immersive,4,4,0
exactly_lean,4,4,0
either_aware,4,4,0
as_cosmic,4,4,0
as_counter-intuitive,4,4,0
that_legit,4,4,0
that_lenient,4,4,0
yet_deadly,4,4,0
actively_painful,4,4,0
as_forgivable,4,4,0
as_emblematic,4,4,0
yet_crispy,4,4,0
as_expandable,4,4,0
uniformly_upbeat,4,4,0
yet_cost-efficient,4,4,0
that_marketable,4,4,0
that_marvellous,4,4,0
exactly_loyal,4,4,0
already_overdone,4,4,0
as_extensible,4,4,0
as_farcical,4,3,1
exactly_macho,4,4,0
ever_correct,4,4,0
actively_wrong,4,0,4
uniformly_warm,4,4,0
exactly_magnificent,4,4,0
actually_achievable,4,4,0
exactly_major,4,4,0
completely_non-toxic,4,4,0
already_old,4,4,0
that_menacing,4,4,0
as_flustered,4,3,1
visually_offensive,4,4,0
exactly_manly,4,4,0
actively_stupid,4,4,0
as_evangelical,4,4,0
uniformly_tight,4,4,0
exactly_lofty,4,4,0
completely_overwhelmed,4,4,0
totally_genetic,4,4,0
theoretically_outstanding,4,4,0
completely_overpowering,4,4,0
already_plain,4,4,0
completely_overjoyed,4,4,0
completely_overdone,4,4,0
as_encompassing,4,4,0
yet_customary,4,4,0
yet_current,4,4,0
too_abysmal,4,4,0
totally_foolish,4,4,0
as_enforceable,4,4,0
completely_overcome,4,4,0
ever_crazy,4,4,0
already_past,4,4,0
as_enviable,4,4,0
uniformly_terrible,4,4,0
else_objectionable,4,0,4
visually_memorable,4,4,0
completely_online,4,4,0
already_overwhelming,4,4,0
well_numerous,4,4,0
entirely_illegitimate,4,4,0
easily_likable,4,4,0
all_aged,4,3,1
especially_sustainable,4,4,0
wholly_related,4,4,0
especially_susceptible,4,4,0
especially_sure,4,4,0
especially_superstitious,4,4,0
equally_rich,4,4,0
excessively_ambitious,4,4,0
especially_suitable,4,4,0
utterly_pointless,4,4,0
all_nostalgic,4,4,0
too_near,4,4,0
utterly_overwhelming,4,4,0
all_accidental,4,4,0
equally_satisfying,4,4,0
all_acoustic,4,4,0
especially_strange,4,4,0
especially_stiff,4,4,0
brand_safe,4,4,0
equally_serious,4,4,0
all_adorable,4,4,0
wholly_democratic,4,4,0
usually_kind,4,4,0
especially_specific,4,4,0
usually_illegal,4,4,0
especially_systematic,4,4,0
equally_related,4,4,0
usually_higher,4,4,0
excessively_bloody,4,4,0
equally_positive,4,4,0
especially_traumatic,4,3,1
exactly_unlimited,4,4,0
especially_transparent,4,4,0
especially_traditional,4,4,0
brilliantly_clever,4,4,0
especially_tolerant,4,4,0
especially_timely,4,4,0
wholly_ridiculous,4,4,0
especially_thorough,4,4,0
excessively_bad,4,3,1
too_gray,4,4,0
especially_terrifying,4,4,0
equally_proud,4,4,0
all_obnoxious,4,4,0
agonizingly_slow,4,4,0
breathtakingly_original,4,4,0
usually_huge,4,4,0
exactly_unobtrusive,4,4,0
equally_ready,4,4,0
excessively_baggy,4,2,2
wholly_derivative,4,4,0
utterly_new,4,4,0
especially_tricky,4,4,0
especially_shocked,4,4,0
utterly_lacking,4,4,0
all_bigoted,4,4,0
especially_rebellious,4,3,1
equally_wealthy,4,4,0
too_mental,4,3,1
exactly_vertical,4,4,0
all_bland,4,4,0
equally_willing,4,4,0
all_blissful,4,4,0
too_hollow,4,4,0
exceptionally_volatile,4,4,0
utterly_irrelevant,4,4,0
too_melodic,4,4,0
beautifully_warm,4,4,0
too_medicinal,4,4,0
exceptionally_unique,4,2,2
especially_prolific,4,4,0
all_british,4,4,0
wholly_easy,4,4,0
especially_pricey,4,4,0
usually_perfect,4,4,0
especially_precious,4,4,0
usually_personal,4,4,0
equally_visible,4,4,0
all_believable,4,4,0
all_bashful,4,4,0
especially_scandalous,4,3,1
all_amenable,4,4,0
especially_sentimental,4,4,0
too_healthful,4,4,0
all_monstrous,4,4,0
especially_selective,4,4,0
especially_secure,4,4,0
especially_secret,4,2,2
usually_mandatory,4,4,0
too_momentous,4,1,3
especially_scarce,4,4,0
all_apologetic,4,4,0
equally_viable,4,4,0
usually_memorable,4,3,1
all_apparent,4,4,0
wholly_disagreeable,4,4,0
especially_satisfied,4,4,0
usually_negative,4,4,0
all_mexican,4,4,0
too_mind-blowing,4,1,3
especially_riveting,4,4,0
especially_revealing,4,3,1
both_ready,4,4,0
especially_trendy,4,2,2
too_gorgeous,4,3,1
especially_affordable,4,4,0
aggressively_bitter,4,4,0
barely_free,4,4,0
too_picturesque,4,4,0
too_factual,4,4,0
then_due,4,4,0
too_perverted,4,4,0
too_perverse,4,3,1
exactly_unaware,4,4,0
wholly_unimaginable,4,4,0
equally_evident,4,4,0
too_fearsome,4,2,2
usually_cool,4,4,0
usually_correct,4,4,0
too_female,4,4,0
usually_critical,4,4,0
casually_related,4,4,0
equally_fine,4,4,0
usually_deductible,4,4,0
too_peachy,4,4,0
usually_deep,4,4,0
wholly_unbelievable,4,4,0
too_pathetic,4,3,1
too_patchy,4,4,0
equally_fun,4,4,0
too_pissed,4,4,0
barely_enough,4,3,1
all_praiseworthy,4,4,0
too_portable,4,4,0
certainly_happy,4,4,0
wholly_unwilling,4,4,0
too_erotic,4,3,1
too_erratic,4,4,0
too_evasive,4,4,0
usually_cancerous,4,4,0
equally_corrupt,4,4,0
equally_credible,4,3,1
excessively_drunk,4,4,0
equally_cruel,4,4,0
badly_wrong,4,4,0
all_preachy,4,4,0
exactly_trendy,4,4,0
exactly_tricky,4,4,0
exactly_triumphant,4,4,0
eternally_damned,4,4,0
wholly_unprofitable,4,4,0
wholly_unprepared,4,4,0
that_speedy,4,4,0
too_polarizing,4,3,1
that_spiritual,4,4,0
categorically_violent,4,4,0
usually_demonstrative,4,4,0
all_paranoid,4,4,0
too_nutritious,4,3,1
usually_detectable,4,4,0
usually_fair,4,4,0
usually_famous,4,4,0
too_one-dimensional,4,4,0
usually_fast,4,4,0
wholly_spontaneous,4,4,0
excessively_cold,4,4,0
usually_first,4,4,0
exactly_unfriendly,4,4,0
too_official,4,2,2
broadly_effective,4,4,0
wholly_sober,4,4,0
equally_necessary,4,4,0
usually_frequent,4,4,0
all_ominous,4,4,0
wholly_sincere,4,4,0
especially_urgent,4,4,0
all_older,4,4,0
too_obscene,4,4,0
utterly_shocked,4,4,0
broadly_accessible,4,4,0
wholly_silent,4,4,0
equally_outraged,4,4,0
brilliantly_successful,4,4,0
broadly_supportive,4,4,0
essentially_better,4,4,0
too_fundamental,4,3,1
basically_famous,4,4,0
usually_detrimental,4,4,0
utterly_terrified,4,4,0
essentially_incompatible,4,4,0
usually_direct,4,4,0
essentially_identical,4,4,0
all_overwhelming,4,4,0
equally_hospitable,4,4,0
all_overweight,4,4,0
all_overdone,4,4,0
too_foggy,4,4,0
wholly_supportive,4,4,0
too_frazzled,4,4,0
wholly_suitable,4,4,0
equally_intelligent,4,4,0
all_ours,4,4,0
too_organic,4,4,0
usually_economical,4,4,0
usually_effortless,4,4,0
exactly_uneventful,4,4,0
utterly_sure,4,4,0
brutally_clear,4,4,0
wholly_strange,4,4,0
too_humorous,4,3,1
especially_poignant,4,3,1
wholly_unworthy,4,4,0
biblically_wrong,4,2,2
exceedingly_hot,4,4,0
all_downbeat,4,4,0
too_infrequent,4,4,0
all_imaginary,4,4,0
usually_transferable,4,4,0
exceptionally_fancy,4,1,3
all_due,4,4,0
especially_humble,4,4,0
usually_uncomplicated,4,4,0
all_easier,4,4,0
all_economic,4,4,0
especially_disappointed,4,4,0
especially_honest,4,4,0
wholly_intentional,4,4,0
all_humorous,4,4,0
that_uncomplicated,4,4,0
too_insipid,4,4,0
that_vindictive,4,4,0
especially_holy,4,3,1
all_huge,4,4,0
all_eligible,4,4,0
usually_valid,4,4,0
that_understandable,4,4,0
usually_thick,4,4,0
utterly_essential,4,2,2
all_impatient,4,4,0
too_laden,4,4,0
wholly_logical,4,4,0
especially_intimidating,4,4,0
usually_squeamish,4,4,0
all_dirty,4,4,0
all_disappointing,4,4,0
that_trendy,4,4,0
all_disastrous,4,4,0
all_discreet,4,4,0
all_incompetent,4,4,0
all_incompatible,4,4,0
exceptionally_graphic,4,2,2
usually_tender,4,4,0
blazingly_hot,4,4,0
beyond_beautiful,4,4,0
usually_sure,4,4,0
exceptionally_funny,4,4,0
wholly_lacking,4,4,0
all_distinct,4,4,0
usually_symmetrical,4,4,0
especially_inclined,4,4,0
too_lacking,4,4,0
wholly_irresponsible,4,4,0
all_encouraging,4,4,0
usually_vulnerable,4,4,0
wholly_loyal,4,4,0
usually_waterproof,4,4,0
especially_edifying,4,4,0
especially_flexible,4,4,0
especially_eloquent,4,4,0
all_flashy,4,4,0
biologically_sustainable,4,4,0
especially_elusive,4,4,0
too_inventive,4,4,0
all_fond,4,4,0
utterly_clueless,4,3,1
all_gooey,4,4,0
too_inviting,4,1,3
too_irish,4,4,0
utterly_contemptible,4,3,1
that_unpredictable,4,4,0
too_irrational,4,4,0
wholly_important,4,4,0
exceptionally_attractive,4,4,0
utterly_convinced,4,4,0
all_fresh,4,4,0
all_frustrating,4,4,0
especially_extraordinary,4,2,2
especially_explosive,4,4,0
too_irresponsible,4,4,0
all_greedy,4,4,0
exceptionally_clean,4,4,0
too_intolerant,4,4,0
that_unfortunate,4,4,0
all_excellent,4,4,0
blatantly_discriminatory,4,4,0
all_exciting,4,4,0
that_unfathomable,4,4,0
especially_gruesome,4,4,0
blatantly_clear,4,4,0
especially_groundbreaking,4,1,3
all_high-tech,4,4,0
biologically_inferior,4,4,0
especially_gripping,4,4,0
biologically_male,4,4,0
all_favourable,4,4,0
exceptionally_creative,4,4,0
utterly_amazing,4,4,0
especially_greedy,4,4,0
utterly_depraved,4,4,0
all_famous,4,4,0
too_interactive,4,3,1
too_jolly,4,4,0
especially_full,4,4,0
exceptionally_common,4,4,0
exceedingly_tall,4,4,0
all_detailed,4,4,0
especially_intriguing,4,3,1
especially_amenable,4,4,0
especially_messy,4,4,0
utterly_inconceivable,4,4,0
especially_oppressive,4,4,0
especially_open,4,4,0
too_macabre,4,4,0
utterly_incomprehensible,4,4,0
usually_public,4,4,0
wholly_objective,4,4,0
especially_objectionable,4,2,2
too_luxury,4,4,0
both_beautiful,4,4,0
especially_neat,4,3,1
usually_qualified,4,4,0
all_competent,4,4,0
exactly_witty,4,4,0
too_ludicrous,4,4,0
especially_muscular,4,4,0
especially_bold,4,4,0
too_impolite,4,4,0
especially_broad,4,4,0
all_jealous,4,4,0
that_tantamount,4,4,0
utterly_hostile,4,4,0
all_connected,4,3,1
exactly_wide,4,4,0
wholly_obvious,4,4,0
all_legit,4,4,0
especially_plausible,4,4,0
especially_american,4,1,3
all_careful,4,4,0
especially_plentiful,4,4,0
too_manipulative,4,4,0
too_manic,4,4,0
usually_pleasant,4,4,0
especially_apparent,4,4,0
all_charitable,4,4,0
exceptionally_surprising,4,3,1
exceptionally_sure,4,4,0
both_gorgeous,4,4,0
both_easier,4,4,0
especially_pertinent,4,4,0
all_lighthearted,4,3,1
especially_personal,4,3,1
usually_portable,4,4,0
all_chummy,4,4,0
too_magnificent,4,3,1
especially_attentive,4,4,0
all_clad,4,4,0
especially_outspoken,4,4,0
all_classical,4,4,0
especially_burdensome,4,4,0
all_conservative,4,4,0
better_skilled,4,4,0
too_improbable,4,4,0
all_cuddly,4,4,0
all_internal,4,4,0
all_intense,4,4,0
especially_long-lived,4,4,0
all_current,4,4,0
too_inconsequential,4,3,1
too_lighthearted,4,4,0
especially_light,4,4,0
too_incriminating,4,1,3
especially_lethal,4,4,0
all_deep,4,4,0
blindly_partisan,4,3,1
especially_lengthy,4,4,0
blindly_obedient,4,4,0
better_live,4,4,0
too_less,4,4,0
wholly_fictional,4,4,0
especially_creepy,4,4,0
too_legible,4,3,1
that_workable,4,4,0
all_deserving,4,4,0
especially_intrusive,4,4,0
all_desperate,4,4,0
wholly_factual,4,4,0
exceedingly_beautiful,4,4,0
especially_lovely,4,3,1
especially_mad,4,4,0
utterly_horrible,4,3,1
especially_catchy,4,3,1
that_tender,4,4,0
too_inane,4,4,0
all_convincing,4,4,0
too_lovable,4,4,0
exceedingly_angry,4,4,0
too_lousy,4,4,0
wholly_national,4,4,0
too_lopsided,4,4,0
that_tenuous,4,4,0
blisteringly_fast,4,4,0
all_irish,4,4,0
too_long-lived,4,4,0
too_long-lasting,4,3,1
especially_cinematic,4,2,2
usually_reversible,4,4,0
usually_rich,4,4,0
especially_luxurious,4,4,0
especially_lucky,4,4,0
especially_coherent,4,4,0
too_literary,4,4,0
too_envious,4,4,0
wholly_coherent,4,4,0
too_supple,4,4,0
entirely_reclusive,4,4,0
well_supervised,4,4,0
unnecessarily_hard,4,4,0
all_thin,4,4,0
actually_supportive,4,4,0
coldly_rational,4,4,0
exactly_self-evident,4,4,0
entirely_prescient,4,4,0
too_conversant,4,4,0
actually_sympathetic,4,4,0
even_imaginative,4,3,1
well_tough,4,4,0
even_hypothetical,4,4,0
entirely_probable,4,4,0
entirely_problematic,4,4,0
even_hypocritical,4,4,0
entirely_psychological,4,4,0
too_silent,4,4,0
away_obvious,4,4,0
entirely_quixotic,4,4,0
entirely_raw,4,4,0
actually_threatening,4,3,1
even_hispanic,4,4,0
that_sarcastic,4,4,0
well_suitable,4,4,0
entirely_pertinent,4,4,0
very_absorbing,4,4,0
unnecessarily_costly,4,4,0
even_ironic,4,3,1
very_accomplished,4,4,0
entirely_odd,4,4,0
too_conscientious,4,4,0
entirely_off-putting,4,4,0
actually_standard,4,2,2
entirely_offensive,4,4,0
then_related,4,4,0
entirely_old-school,4,4,0
exactly_satisfactory,4,4,0
entirely_one-dimensional,4,4,0
entirely_particular,4,4,0
comfortably_wealthy,4,4,0
comfortably_warm,4,4,0
excessively_righteous,4,4,0
unnecessarily_crude,4,4,0
excessively_restrictive,4,4,0
entirely_open-ended,4,4,0
very_accepting,4,4,0
all_traditional,4,4,0
entirely_overwhelming,4,4,0
