prev_form_lower,SUM,not,never,nothing,none,nor,without,no,few,neither,nobody,hardly,rarely,ain't,barely,seldom,scarcely,aint
category,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centres,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cerebration,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ceremonies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
certain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appeal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
certificate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chad,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chairmanship,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chaise,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
challenger,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
championships,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chand,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chandler,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chanel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chanie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
financials,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
omission,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magician,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maizy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maintenance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mainliners,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mainland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maiden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
majority,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magazine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maestri,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maesters,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mael,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
madonna,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
madly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
majorities,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
majors,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locales,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mankind,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afterwards,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manuscript,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manufacturer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manners,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
manner,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manly,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
architecture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manga,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maneuver,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
manderly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manager,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malware,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mallee,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maddon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
madalena,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
macro-model,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lolz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lopez,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longhorns,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
long-term,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
london,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
login,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macpro,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logically,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locksmiths,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lockdown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locations,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locals,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locally,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lori,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovebirds,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovecraft,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lower,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loyalty,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ls,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lubanga,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lubricant,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luck,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lunches,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maamar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mabondo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macaroons,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
machado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
machinery,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
map,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mar,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
marcella,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medialand,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
meeting,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mediums,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meditation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medici,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medication,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medicare,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aforementioned,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
africa,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mechanisms,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measurements,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
measles,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meanwhile,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
means,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meaning,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melissa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melodies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melody,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melt,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memcached,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memoirs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afghanistan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menorah,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
affairs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merchandise,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mercifully,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aesthetics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meri,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merkel,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
messala,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
meadowlands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mclaren,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
march,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martially,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mask,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
masculinity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marylanders,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
martyrs,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
martryrs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marrow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mayor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maroon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marines,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
margins,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mare,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marco,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
massages,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
master,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mastering,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
match,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aftab,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mates,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mathematically,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mats,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mattresses,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maureen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maxim,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maxwell,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
may,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
african-americans,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mayer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locality,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
loans,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metabolome,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l'eggs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lagoon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lady,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lads,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
labs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l-word,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kumar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lamps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kucinich,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kriti,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kristen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kpn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kote,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
korea,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lakes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lancer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loads,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larynxes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lawfully,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laura,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laughably,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laugh,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lasor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laser,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
largemouth,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
landlord,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
largely,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
!--,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lanes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lane,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
landscaping,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
landscape,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kong,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kondo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kody,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kerrie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kfc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keywords,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
key,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kevin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ketubah,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kesson,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kerosene,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knuckleball,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kerman,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kenzie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kentucky,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kennedy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kennard,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
khipus,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khodorkovsky,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kicks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aipac,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kiki,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kilos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kindergarten,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kippa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kirk,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kirkuk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kite,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kittens,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kitties,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kitty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kleynhans,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
knight,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lawsuit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lawsuits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layering,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
likewise,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lingard,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liners,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linebackers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linear,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lineages,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
limits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
libraries,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lighter,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lightbringers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
life-stream,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aikman,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liesel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lingerie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
links,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lint,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agents,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lion,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lips,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lipstick,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liquor,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
listings,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lite,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
literacy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
litte,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liturgy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livelihoods,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestock,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
library,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liberty,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leds,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legislators,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legends,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legalization,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leftie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leela,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lee,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leaves,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
libertine,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aim,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
leap,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leagues,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leaf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leader,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lead,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legitimately,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lemire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lemur,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
length,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lengthy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lenny,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lens,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lenses,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lesbians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lesnar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ailment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lessons,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
let,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leto,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leukocytes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leverville,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
libero,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
messengers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
metal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
financing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nettle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newmark,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newman,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
newly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjuncts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutrality,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neurons,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
netting,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newspaper,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
netherlands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
netanyahu,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nestle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nesecarily,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nephritis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nephites,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newsletters,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newspapers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nasa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nkuku,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nominations,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nomenclature,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noda,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nobodys,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nobody's,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
aden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nitride,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newsvine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nipples,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ninjas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nine,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nights,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nigeria,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ngos,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
neodarwinists,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neo-imperialism,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nellie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nazis,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naysayers,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
navy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nauseatingly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naught,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
natura,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neilson,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
