sentences, pos, scale_type
She was not accurate. She was inaccurate., adj, abs
She was inaccurate. She was not accurate., adj, abs
She was not accurate. She was not entirely inaccurate., adj, abs
She was not accurate. She was not inaccurate., adj, abs
She was not entirely accurate. She was sort of accurate., adj, abs
She was sort of accurate. She was not entirely accurate., adj, abs
She was sort of accurate. She was not entirely accurate but she was not inaccurate either., adj, abs
She was sort of accurate. She was not inaccurate but she was not entirely accurate either., adj, abs
She was not entirely accurate but she was not inaccurate either. She was sort of accurate., adj, abs
She was not inaccurate but she was not entirely accurate either. She was sort of accurate., adj, abs
She was not entirely inaccurate. She was sort of accurate., adj, abs
She was sort of accurate. She was not entirely inaccurate., adj, abs
She was not entirely inaccurate. She was entirely accurate., adj, abs
She was entirely accurate. She was not entirely inaccurate., adj, abs
She was not entirely inaccurate. She was accurate., adj, abs
She was accurate. She was not entirely inaccurate., adj, abs
She was not entirely inaccurate. She was not entirely accurate., adj, abs
She was not entirely inaccurate. She was not accurate., adj, abs
She was not inaccurate. She was sort of accurate., adj, abs
She was sort of accurate. She was not inaccurate., adj, abs
She was not inaccurate. She was entirely accurate., adj, abs
She was entirely accurate. She was not inaccurate., adj, abs
She was not inaccurate. She was accurate., adj, abs
She was accurate. She was not inaccurate., adj, abs
She was not inaccurate. She was not entirely accurate., adj, abs
She was not inaccurate. She was not accurate., adj, abs
She was not entirely inaccurate. She was sort of inaccurate., adj, abs
She was sort of inaccurate. She was not entirely inaccurate., adj, abs
She was sort of inaccurate. She was not entirely inaccurate but she was not accurate either., adj, abs
She was sort of inaccurate. She was not accurate but she was not entirely inaccurate either., adj, abs
She was not entirely inaccurate but she was not accurate either. She was sort of inaccurate., adj, abs
She was not accurate but she was not entirely inaccurate either. She was sort of inaccurate., adj, abs
She was not entirely worried. She was sort of unworried., adj, abs
She was sort of unworried. She was not entirely worried., adj, abs
She was not entirely worried. She was entirely unworried., adj, abs
She was entirely unworried. She was not entirely worried., adj, abs
She was not entirely worried. She was unworried., adj, abs
She was unworried. She was not entirely worried., adj, abs
She was not entirely worried. She was not entirely unworried., adj, abs
She was not entirely worried. She was not unworried., adj, abs
She was not worried. She was sort of unworried., adj, abs
She was sort of unworried. She was not worried., adj, abs
She was not worried. She was entirely unworried., adj, abs
She was entirely unworried. She was not worried., adj, abs
She was not worried. She was unworried., adj, abs
She was unworried. She was not worried., adj, abs
She was not worried. She was not entirely unworried., adj, abs
She was not worried. She was not unworried., adj, abs
She was not entirely worried. She was sort of worried., adj, abs
She was sort of worried. She was not entirely worried., adj, abs
She was sort of worried. She was not entirely worried but she was not unworried either., adj, abs
She was sort of worried. She was not unworried but she was not entirely worried either., adj, abs
She was not entirely worried but she was not unworried either. She was sort of worried., adj, abs
She was not unworried but she was not entirely worried either. She was sort of worried., adj, abs
She was not entirely unworried. She was sort of worried., adj, abs
She was sort of worried. She was not entirely unworried., adj, abs
She was not entirely unworried. She was entirely worried., adj, abs
She was entirely worried. She was not entirely unworried., adj, abs
She was not entirely unworried. She was worried., adj, abs
She was worried. She was not entirely unworried., adj, abs
She was not entirely unworried. She was not entirely worried., adj, abs
She was not entirely unworried. She was not worried., adj, abs
She was not unworried. She was sort of worried., adj, abs
She was sort of worried. She was not unworried., adj, abs
She was not unworried. She was entirely worried., adj, abs
She was entirely worried. She was not unworried., adj, abs
She was not unworried. She was worried., adj, abs
She was worried. She was not unworried., adj, abs
She was not unworried. She was not entirely worried., adj, abs
She was not unworried. She was not worried., adj, abs
She was not entirely unworried. She was sort of unworried., adj, abs
She was sort of unworried. She was not entirely unworried., adj, abs
She was sort of unworried. She was not entirely unworried but she was not worried either., adj, abs
She was sort of unworried. She was not worried but she was not entirely unworried either., adj, abs
She was not entirely unworried but she was not worried either. She was sort of unworried., adj, abs
She was not worried but she was not entirely unworried either. She was sort of unworried., adj, abs
It was not extremely happy. It was slightly sad., adj, rel
It was slightly sad. It was not extremely happy., adj, rel
It was not extremely happy. It was extremely sad., adj, rel
It was extremely sad. It was not extremely happy., adj, rel
It was not extremely happy. It was sad., adj, rel
It was sad. It was not extremely happy., adj, rel
It was not extremely happy. It was not extremely sad., adj, rel
It was not extremely happy. It was not sad., adj, rel
It was not happy. It was slightly sad., adj, rel
It was slightly sad. It was not happy., adj, rel
It was not happy. It was extremely sad., adj, rel
It was extremely sad. It was not happy., adj, rel
It was not happy. It was sad., adj, rel
It was sad. It was not happy., adj, rel
It was not happy. It was not extremely sad., adj, rel
It was not happy. It was not sad., adj, rel
It was not extremely happy. It was slightly happy., adj, rel
It was slightly happy. It was not extremely happy., adj, rel
It was slightly happy. It was not extremely happy but it was not sad either., adj, rel
It was slightly happy. It was not sad but it was not extremely happy either., adj, rel
It was not extremely happy but it was not sad either. It was slightly happy., adj, rel
It was not sad but it was not extremely happy either. It was slightly happy., adj, rel
It was not extremely sad. It was slightly happy., adj, rel
It was slightly happy. It was not extremely sad., adj, rel
It was not extremely sad. It was extremely happy., adj, rel
It was extremely happy. It was not extremely sad., adj, rel
It was not extremely sad. It was happy., adj, rel
It was happy. It was not extremely sad., adj, rel
It was not extremely sad. It was not extremely happy., adj, rel
It was not extremely sad. It was not happy., adj, rel
It was not sad. It was slightly happy., adj, rel
It was slightly happy. It was not sad., adj, rel
It was not sad. It was extremely happy., adj, rel
It was extremely happy. It was not sad., adj, rel
