adj_lemma,SUM,very,more,most,so,not,as,too,really,much,pretty,less,even,also,quite,extremely,how,still,highly,always,just,relatively,completely,particularly,far,only,now,all,incredibly,fairly,especially,truly,increasingly,rather,absolutely,slightly,almost,super,totally,entirely,that,well,often,no,already,somewhat,equally,long,fully,potentially,perfectly,deeply,actually,mostly,nearly,significantly,probably,both,never,politically,seemingly,least,generally,sometimes,usually,surprisingly,ever,largely,currently,definitely,overly,any,certainly,immediately,simply,real,easily,yet,readily,once,environmentally,hugely,exceptionally,otherwise,clearly,unusually,about,mentally,physically,remarkably,virtually,socially,terribly,utterly,partly,genuinely,seriously,reasonably,damn,however,exactly,way,wildly,little,financially,considerably,then,historically,hardly,perhaps,brand,obviously,necessarily,sexually,therefore,consistently,extraordinarily,directly,widely,barely,amazingly,economically,inherently,mutually,apparently,previously,finally,technically,visually,immensely,naturally,emotionally,vastly,typically,sufficiently,critically,wide,substantially,ridiculously,wonderfully,second,indeed,purely,downright,fundamentally,uniquely,personally,similarly,wholly,openly,predominantly,publicly,kinda,commercially,exceedingly,culturally,heavily,thoroughly,notoriously,comparatively,plain,morally,likely,painfully,half,closely,essentially,overwhelmingly,possibly,legally,ultimately,statistically,intensely,enormously,dangerously,profoundly,insanely,mainly,awfully,moderately,primarily,tremendously,extra,somehow,radically,darn,practically,over,unbelievably,normally,instantly,newly,basically,pleasantly,again,technologically,merely,minimally,supposedly,thus,strictly,infinitely,initially,aesthetically,remotely,vitally,distinctly,mildly,fiercely,decidedly,rarely,dramatically,maybe,strikingly,traditionally,kind,enough,horribly,strangely,terminally,of,partially,beautifully,constantly,altogether,further,medically,freely,unexpectedly,oddly,noticeably,suddenly,roughly,acutely,forever,abundantly,sharply,brutally,impossibly,massively,fiscally,excessively,eerily,undeniably,near,deceptively,occasionally,frequently,supremely,stunningly,vaguely,broadly,universally,visibly,beyond,notably,shockingly,solely,reportedly,than,chronically,strongly,clinically,marginally,literally,up,keenly,albeit,progressively,back,globally,intellectually,longer,first,cautiously,doubly,disproportionately,though,abnormally,undoubtedly,officially,exclusively,desperately,markedly,surely,formerly,understandably,deliciously,non,specifically,severely,greatly,overtly,allegedly,overall,refreshingly,crystal,admittedly,famously,eternally,genetically,drastically,bad,patently,delightfully,strategically,astonishingly,nationally,racially,scientifically,endlessly,ecologically,biologically,out,soon,woefully,humanly
vibrant,26957,1879,8567,5668,1624,90,1551,130,344,30,116,385,11,112,175,206,36,470,41,84,25,42,12,156,1,23,54,23,362,49,118,168,179,45,40,3,4,101,7,1,11,5,36,0,180,6,143,10,16,20,11,11,13,8,1,3,2,53,1,20,7,4,7,12,25,89,27,1,14,6,17,0,10,1,28,13,1,22,1,693,1,8,60,63,7,30,5,4,6,43,0,41,2,3,0,6,6,6,1,6,3,0,16,0,8,2,5,17,2,4,0,1,0,12,4,14,24,0,0,0,62,514,2,0,4,8,0,5,45,2,39,25,2,16,4,0,0,0,6,143,0,6,7,1,0,69,0,19,7,1,1,0,1,20,6,274,0,2,2,5,0,0,0,2,1,0,2,3,0,0,0,0,30,4,1,1,15,0,0,2,0,18,5,3,2,0,1,0,8,36,3,45,0,4,16,0,0,0,2,1,0,0,0,8,0,0,12,1,4,3,1,2,0,31,5,0,6,0,6,0,3,0,95,4,1,3,0,0,10,11,1,7,0,0,9,1,0,1,8,3,1,4,1,9,0,3,2,2,0,38,1,0,1,3,0,3,12,0,0,2,0,1,0,0,0,0,0,1,1,1,1,95,0,1,0,0,0,2,0,3,0,0,0,0,0,38,0,22,1,0,0,1,1,0,0,16,0,0,14,6,0,0,0,0,21,0,18,0,0,1,2,16,3,0,0,0,0
cost-effective,26855,1415,10627,9769,72,818,441,3,106,36,45,232,26,302,114,495,42,31,619,47,21,112,8,61,0,170,15,4,119,30,34,42,40,19,5,1,0,16,2,3,3,27,32,1,13,4,5,57,2,34,2,1,18,0,1,7,5,128,3,1,2,70,16,1,16,28,0,1,9,17,0,0,9,5,3,4,3,15,0,1,0,5,21,0,4,1,1,1,0,35,0,3,5,0,0,4,0,22,0,4,10,1,0,0,3,6,0,0,2,4,0,2,10,0,12,1,11,0,0,1,13,5,3,0,2,0,1,1,0,1,0,0,0,6,5,1,0,1,1,1,0,6,1,0,0,3,0,3,0,0,0,0,0,0,9,0,0,0,0,10,0,0,7,0,0,0,0,1,2,0,7,1,0,3,0,1,1,0,1,2,0,7,4,1,0,1,1,0,6,2,0,0,0,0,0,0,2,0,0,4,1,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,2,0,2,0,0,0,1,2,0,0,0,0,1,2,4,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0
random,26599,961,2216,1314,1244,2281,748,441,557,130,703,386,57,72,265,88,72,55,41,86,560,71,2677,17,1,22,8,146,85,322,8,690,41,326,65,119,285,103,1321,391,3,7,151,0,2,547,74,25,38,10,56,2,44,115,40,2,11,18,60,0,3759,6,20,79,36,4,12,63,2,7,8,0,3,0,54,6,0,1,0,4,0,1,4,60,6,5,33,0,4,3,11,0,10,130,10,39,17,12,8,31,17,0,16,2,0,0,10,0,21,14,0,7,12,0,4,19,1,0,1,0,11,0,25,0,553,3,0,1,3,0,6,0,0,16,21,0,0,0,24,35,0,14,242,5,20,0,0,15,21,0,2,0,78,0,5,0,4,8,2,0,10,1,8,3,1,0,152,1,14,0,7,29,1,1,5,2,7,5,14,1,6,0,0,3,2,1,11,0,4,4,0,1,46,4,4,0,39,0,47,0,18,4,10,0,1,0,0,1,1,5,13,1,2,2,1,0,13,8,5,0,11,24,7,2,1,2,0,0,1,11,0,0,5,0,3,0,0,7,5,2,0,4,1,1,1,2,6,5,2,1,5,2,0,0,0,0,1,0,1,0,0,1,0,0,8,1,0,12,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,7,13,2,2,0,0,6,0,6,0,9,1,0,3,0,0,0,16,1,1,0,0,4,1,0,0,1,0,0,0
steep,26539,5371,281,34,1609,324,1437,3794,585,941,1778,799,878,70,947,564,148,112,4,23,38,362,2,393,137,24,10,11,342,892,155,9,113,607,1,204,3,171,0,2,32,1,123,16,102,229,77,55,0,80,2,2,11,24,3,71,8,11,16,1,15,19,26,99,21,63,41,1,4,14,41,14,7,6,4,24,0,6,0,3,0,2,31,9,2,85,2,0,0,23,0,0,43,0,7,3,48,32,12,7,5,17,8,8,2,48,12,8,1,4,0,7,5,0,0,18,17,0,0,2,18,0,0,0,3,2,0,0,0,3,3,0,1,21,18,0,0,7,93,2,19,11,1,2,0,0,0,44,0,0,6,0,32,0,26,0,0,1,35,13,1,0,4,11,1,0,1,5,4,0,1,0,6,6,63,1,56,4,49,197,0,8,2,1,4,10,1,12,30,8,1,0,2,1,3,0,2,0,2,3,0,0,13,0,2,0,4,8,11,5,3,25,2,2,2,0,3,8,1,0,4,2,16,3,0,19,0,0,97,2,10,8,1,0,0,1,3,47,173,8,0,36,0,1,0,21,12,4,1,3,1,0,0,0,1,10,11,0,1,0,0,0,0,3,1,4,0,9,37,0,0,0,1,19,0,1,3,13,5,5,0,0,1,2,1,0,4,1,0,2,9,0,0,3,0,0,0,18,22,0,0,2,0,0,2,0,9,0,0,0,1,0,0,0,0,0,0
hopeful,26501,4628,5045,1262,904,943,497,476,601,78,193,507,152,1148,370,259,69,3138,21,517,283,36,12,187,0,68,223,236,124,40,106,76,103,93,15,56,62,33,8,20,60,6,17,0,10,177,50,22,6,39,0,39,53,18,0,1,6,112,4,1,18,26,34,30,5,85,370,5,9,43,79,0,188,7,10,36,1,84,0,86,0,7,3,14,32,5,1,0,0,17,0,1,38,4,4,43,3,32,7,29,14,0,15,2,1,0,21,1,3,34,0,39,4,1,21,3,10,0,0,1,9,0,14,1,17,7,19,0,0,14,5,1,1,1,3,0,0,1,7,12,4,9,4,4,16,5,14,36,0,1,1,8,9,0,9,0,0,0,0,0,0,0,14,6,4,0,8,5,10,0,276,0,4,12,1,47,3,3,2,20,2,27,3,31,16,0,0,1,2,0,3,26,4,2,28,0,17,1,1,3,1,5,49,0,7,0,8,29,11,8,0,3,10,2,1,1,3,0,48,0,4,1,13,2,4,2,0,0,20,43,0,18,0,0,32,0,0,0,5,4,0,9,0,6,0,1,3,4,7,5,38,0,1,2,5,3,0,0,10,16,4,8,0,4,0,0,2,4,1,4,0,0,4,6,322,1,0,11,1,4,1,0,21,0,4,2,3,2,0,0,0,6,2,1,4,8,0,2,0,60,0,0,0,0,1,0,1,0,0,0,10,0,0,0,1,2,0
flawed,26484,946,384,229,1078,229,906,288,81,32,98,82,49,259,133,261,68,229,411,57,67,5,154,34,1,60,12,311,196,16,10,39,18,70,19,198,3,6,141,28,4,15,151,0,83,283,168,1,9,126,117,6590,23,7,0,103,28,89,4,11,10,19,12,82,22,11,1,7,17,32,4,0,54,1,37,0,1,31,0,3,3,58,8,63,120,3,11,10,17,12,0,1,269,60,3,5,2007,1,1,336,0,0,20,7,5,3,1,17,0,22,0,251,19,1,24,9,9,0,2,1,6,8,1028,5,29,6,0,137,1,14,18,9,7,9,13,94,0,13,22,80,2,28,0,4,3354,46,18,79,6,8,0,1,3,0,4,2,75,24,29,0,3,162,17,12,1,0,36,1,37,249,83,31,5,11,123,146,6,0,7,1,1,32,0,73,8,0,3,0,5,1,1,0,38,0,3,3,11,1,10,13,0,3,5,0,0,1,0,13,4,12,1,7,11,1,0,1,2,137,2,25,1,5,60,2,2,7,2,0,0,1,9,4,0,1,5,4,0,4,5,46,1,2,0,31,0,1,28,13,16,3,0,0,5,4,13,5,3,0,0,0,5,0,0,0,0,0,0,88,0,0,0,15,0,0,0,10,0,39,0,23,0,0,14,0,6,1,1,7,0,1,323,26,5,28,3,3,0,66,17,4,32,7,2,20,10,8,0,0,3,94,1,0,9,0,0,14,32
green,26446,2362,4361,409,1522,1316,1673,700,357,400,887,419,234,209,242,82,286,1616,6,284,225,159,358,102,16,198,188,403,75,94,42,470,58,75,30,276,89,135,242,125,18,20,86,9,88,61,30,110,104,4,98,36,173,445,15,1,15,54,37,7,8,74,59,126,228,83,338,28,16,34,11,2,18,1,46,3,0,11,0,107,95,1,25,42,14,21,21,0,4,35,1,3,6,2,18,15,19,15,6,13,26,4,2,86,1,0,204,3,11,22,0,22,25,1,13,18,10,0,0,17,27,2,35,0,7,10,30,3,0,5,109,1,0,57,2,1,0,4,7,39,6,25,20,5,3,13,2,12,8,1,122,0,11,0,1,0,6,15,1,6,18,0,6,4,53,1,6,5,17,4,5,1,101,0,0,1,3,95,9,5,57,0,14,0,7,2,14,1,10,67,3,38,11,21,16,2,4,0,33,3,7,2,12,1,11,0,34,8,4,46,10,2,41,18,20,1,32,1,10,0,7,34,124,3,2,3,0,0,11,3,8,12,0,2,61,15,3,1,79,0,0,8,12,4,0,2,13,3,2,11,20,1,2,8,1,7,15,2,1,0,1,7,0,1,39,10,2,7,6,7,1,0,7,23,1,13,0,0,1,4,24,18,0,2,2,24,1,9,1,6,1,0,8,7,0,16,1,6,13,18,1,0,0,0,13,0,4,0,0,1,6,8,0,2,1,0,0
absent,26368,62,116,62,353,619,246,77,39,130,64,15,352,1105,60,14,7,452,5,140,94,86,1924,26,37,76,281,226,3,24,20,19,75,68,37,12,374,0,681,1354,2,11,1044,2,32,80,26,245,14,9,1,1,48,717,241,34,25,99,217,3,83,4,196,101,263,153,35,2741,104,23,1,0,22,2,131,1,0,16,0,25,0,2,0,128,56,10,6,45,133,60,573,0,8,101,3,1,5,1,1,8,4,2,0,1,1,5,45,10,21,10,0,44,39,0,15,35,0,1,12,0,5,0,6,0,54,111,3,2,8,0,7,192,2,64,0,9,0,4,1,2,2,17,1,3,4,3,0,27,195,0,5,2,2,0,1,0,0,6,35,7,9,6,26,61,3,0,71,3,5,4,4,1,0,0,3,9,0,20,1,0,9,0,1,23,2,0,87,0,1,40,0,2,49,11,105,0,13,0,10,15,2,0,18,0,0,0,31,2,0,39,57,3,4,101,8,0,2,2,337,1,2,11,2,16,109,10,0,0,24,102,2638,47,2,3,21,1,0,3,0,0,0,17,20,3,4,2,14,281,0,6,1,4,5,50,1,2604,25,2,29,0,492,0,1,0,11,1,0,11,1,3,0,0,2,5,0,1,7,40,0,1,12,1,1,87,2,9,17,0,1,7,2,4,1,7,0,32,0,4,15,7,0,1,1,1,6,1,4,0,1,0,0,0,0,0,3,52,0
unacceptable,26304,103,241,144,241,68,513,17,212,19,30,28,34,320,170,37,9,319,60,92,864,4,5166,59,5,180,67,25,7,7,27,80,99,10,2145,2,32,0,5074,472,3,1,57,2,41,8,203,7,25,17,8,15,8,10,10,1,19,40,1,377,8,8,64,13,24,1,0,18,22,42,0,0,50,1,2487,1,1,0,0,13,21,2,2,153,439,0,5,0,5,0,2,1685,3,564,0,0,4,1,0,13,0,0,12,2,2,0,4,1,0,2,0,134,6,1,123,2,3,0,10,0,0,11,6,6,28,23,1,17,1,0,1,4,1,4,1,0,0,0,5,0,1,11,8,52,57,2,20,20,681,0,0,14,2,15,0,92,0,28,0,1,37,789,6,3,0,0,5,2,5,40,21,4,1,1,5,10,2,2,0,1,1,0,1,28,1,0,4,0,4,14,0,0,20,0,2,0,12,0,7,33,6,0,3,9,0,0,0,0,0,1,0,0,2,0,5,2,1,2,0,0,1,3,0,0,19,5,7,0,0,0,0,9,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,7,5,2,0,5,16,0,68,2,6,1,1,0,0,0,7,0,1,1,0,3,0,0,2,2,0,0,0,10,0,1,0,3,7,0,0,1,20,7,3,0,0,1,2,0,1,2,1,0,0,0,0,0,0,0,2,28,0,7,0,0,2,14,0,4,3,0,0,6,5
remote,26251,3171,4625,7617,1812,210,409,1286,187,0,404,201,43,49,301,882,80,109,66,21,17,487,109,75,36,13,46,11,131,365,16,127,343,193,13,35,13,14,46,59,8,1,203,2,36,307,57,2,221,9,5,7,7,45,1,1,24,5,8,1,97,2,12,29,28,14,4,31,7,8,2,1,9,0,4,0,1,11,0,62,0,3,14,30,4,3,0,2,58,16,1,3,15,55,3,3,9,15,0,178,2,0,18,0,0,0,2,13,7,7,0,5,2,0,4,1,20,0,4,0,9,1,3,1,13,36,0,0,0,4,0,86,3,9,40,0,0,1,11,39,0,8,4,0,0,1,2,22,8,0,4,0,2,1,52,21,0,1,6,31,0,1,1,4,0,0,3,0,1,0,0,13,0,5,5,2,2,3,4,1,10,1,0,11,0,0,0,0,7,4,0,10,1,2,1,3,7,0,7,1,2,32,1,1,1,0,3,0,0,10,1,2,1,1,1,0,0,0,20,0,7,19,21,0,4,1,2,0,1,6,0,6,0,0,1,0,0,2,69,0,0,4,5,3,0,0,2,5,0,3,1,1,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,5,1,0,3,2,3,0,0,1,1,3,0,2,0,2,3,2,2,19,1,2,0,0,0,0,1,2,0,1,0,11,4,0,1,1,0,0,7,1,0,1,0,0,1,0,0,0,1,1,0
unfair,26238,2732,493,629,2406,809,1287,157,977,37,293,75,118,475,342,573,231,76,164,62,546,5,950,230,1,509,5,35,336,3,148,104,43,323,150,203,597,20,1036,225,22,8,267,0,37,356,99,2,1,136,1,462,51,28,4,12,326,152,46,2,99,7,36,105,23,1,6,48,8,42,6,0,82,1,384,11,0,0,0,1,0,64,11,27,159,2,10,1,0,14,0,8,411,111,12,11,17,0,15,123,2,7,94,30,5,0,4,11,14,214,0,110,35,0,56,3,37,0,1,2,4,9,586,0,21,2,0,4,0,12,2,1,18,3,3,0,0,8,61,0,0,28,1,112,1012,4,5,18,106,4,0,0,35,1,14,2,2,13,22,0,82,14,10,16,0,0,23,6,47,6,31,1,2,12,0,156,10,1,27,3,4,43,0,121,14,11,4,0,22,1,1,0,40,0,3,0,16,1,29,20,0,1,0,0,3,0,18,11,0,29,8,8,30,1,0,0,1,134,3,0,38,6,1,2,16,6,0,0,0,2,0,0,0,1,1,0,0,85,3,39,0,6,0,8,0,0,7,21,8,7,3,1,2,1,14,3,10,0,4,5,0,1,0,4,0,3,0,6,0,0,0,0,0,2,0,32,10,4,0,9,3,1,19,3,13,0,0,0,0,2,5,8,4,100,2,0,0,10,2,1,0,5,0,625,1,0,2,1,11,1,1,1,0,1,0,10,0
frightening,26059,2505,4724,4167,1232,428,776,650,697,23,514,854,453,157,890,344,92,94,6,76,120,3,20,352,2,56,4,19,170,42,191,1098,68,424,184,114,425,8,21,6,41,1,286,0,41,241,136,16,1,138,6,57,58,3,8,1,6,146,12,1,11,32,5,441,17,13,8,1,0,20,8,0,42,9,33,38,0,7,0,39,0,4,10,13,3,4,3,0,3,2,0,0,124,43,2,292,28,1,7,43,12,2,2,65,1,0,8,0,6,32,0,6,4,0,14,0,12,1,0,0,7,3,21,0,6,1,1,0,10,14,7,2,0,5,14,0,0,0,3,19,0,50,6,402,8,17,10,21,6,1,0,0,17,0,3,0,0,8,1,1,23,1,3,0,0,0,0,13,22,0,14,0,41,5,1,19,6,1,10,5,0,17,5,10,0,2,0,0,7,5,1,2,1,1,3,0,10,0,4,2,0,2,13,0,17,0,4,39,1,3,5,1,3,2,2,0,7,19,5,0,54,0,5,0,10,6,0,0,5,3,0,5,0,3,2,0,1,3,3,1,1,2,3,12,1,1,52,9,0,2,19,1,5,1,17,0,4,0,1,3,0,0,0,1,4,0,0,12,1,0,0,1,2,5,0,18,1,2,1,9,1,0,3,0,2,3,8,9,1,0,3,1,7,0,3,0,0,4,1,0,0,1,0,1,12,0,1,0,0,1,0,1,1,3,0,0,0
other,25983,154,1352,14938,1046,406,215,78,154,1854,9,147,109,143,131,2,52,245,8,24,32,5,245,5,128,170,213,20,4,6,6,27,5,23,49,29,76,0,119,249,0,184,36,71,13,26,10,24,8,296,12,3,13,20,16,8,26,1,33,5,5,70,12,28,12,6,69,2,12,7,4,2,8,3,14,6,7,91,5,21,1,0,1,24,9,1,202,1,5,5,5,7,1,16,7,7,16,3,3,58,13,6,1,45,4,0,146,1,4,140,0,21,4,6,9,3,0,28,4,2,1,2,5,0,5,5,5,2,3,0,9,1,1,2,1,1,0,5,0,1,1,11,8,0,7,2,13,3,218,4,3,11,0,1,0,6,2,2,0,4,3,3,7,0,2,5,7,1,65,4,2,0,0,2,1,9,1,4,0,1,8,1,3,29,36,0,5,11,0,2,1,0,8,0,55,0,9,0,3,9,1,5,5,0,1,0,12,0,0,8,8,1,49,0,1,1,16,2,3,0,0,0,2,1,30,26,1,0,0,0,1,1,4,0,4,0,1,1,0,0,0,0,1,0,0,1,24,10,0,0,0,1,0,0,0,1,0,4,0,1,0,5,0,1,7,7,0,0,2,25,1,0,1,2,0,0,0,18,0,43,1,4,1,1,28,1,0,0,415,17,1,1,3,1,6,0,0,3,0,1,0,2,0,0,0,2,2,0,4,0,0,1,1,9,20,0,0
motivate,25939,3385,6490,820,953,311,355,78,643,44,189,993,18,73,161,648,8,63,4748,104,24,1,26,118,0,54,33,94,291,7,64,107,16,16,12,3,3,211,34,3,16,95,10,0,4,11,43,39,14,4,5,75,12,1,0,4,0,34,4,2700,2,14,0,3,10,14,2,0,3,14,21,0,12,7,0,39,7,7,0,7,8,50,36,4,10,2,13,15,5,6,0,33,17,2,5,21,15,3,6,5,10,1,0,1,33,0,4,0,6,3,0,8,1,57,5,10,11,1,1,2,7,20,9,4,1,0,7,1,6,2,17,8,0,4,65,0,0,0,0,7,4,3,3,1,1,10,35,15,1,0,0,0,5,3,4,5,1,2,0,0,1,10,3,0,0,0,0,1,4,0,3,1,26,6,0,6,7,3,0,2,4,12,71,0,0,3,0,5,6,3,3,2,1,0,4,1,0,1,1,9,1,0,2,1,0,0,0,4,4,0,5,0,0,0,1,0,15,0,6,0,0,0,0,24,0,22,1,0,2,5,1,6,0,0,1,0,0,0,0,2,1,0,0,6,0,1,1,0,14,0,1,0,1,0,8,0,0,0,0,0,0,53,0,2,0,0,0,0,0,6,0,10,0,0,0,9,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,401,4,2,0,5,1,1,1,0
charming,25911,3330,2045,4267,2335,157,1064,179,514,21,166,343,182,215,1042,336,71,193,17,321,143,10,217,263,1,61,10,77,480,49,145,225,10,443,595,24,136,148,204,51,9,8,134,0,30,81,298,11,1,10,218,32,33,39,0,0,2,156,3,2,40,23,35,69,36,129,69,4,1,17,21,0,32,18,140,23,7,37,1,69,0,14,62,67,4,17,2,0,1,25,0,13,21,908,0,88,20,10,72,38,7,1,15,3,0,1,4,17,3,1,0,6,2,7,2,22,25,0,0,2,32,0,18,0,13,2,0,0,25,65,67,1,2,36,3,0,0,1,72,143,1,26,6,78,0,87,17,14,18,0,0,2,22,1,71,1,0,166,9,2,14,0,2,3,2,0,2,7,2,1,29,1,6,30,26,1,22,2,17,9,1,15,11,42,1,21,0,2,35,6,29,4,1,4,3,0,11,0,8,0,1,24,17,12,9,0,13,27,0,5,3,0,1,4,4,3,8,2,60,1,9,0,21,6,52,2,1,0,49,152,0,1,1,0,8,0,0,2,61,1,0,4,9,106,0,36,47,15,9,3,11,0,4,0,6,4,3,0,2,2,0,0,0,1,2,2,0,12,2,2,0,1,0,5,0,4,0,2,0,12,2,2,3,0,3,4,0,13,0,0,0,2,3,2,2,13,0,13,9,5,0,0,0,0,109,0,8,0,0,0,73,0,0,0,0,0,0
unpopular,25839,2264,1052,2338,1501,95,763,138,115,9,130,69,72,158,230,985,112,130,1491,47,31,188,16,201,2,47,46,10,190,78,97,14,1935,121,3,14,2,7,17,5,13,0,206,0,294,91,104,9,0,198,0,3348,2,22,0,1,22,17,4,1258,28,24,149,146,12,14,16,203,39,6,0,0,11,12,12,2,0,5,2,21,0,582,13,33,30,14,0,0,0,30,0,17,57,4,0,10,14,1,5,136,7,0,756,3,0,1,17,179,2,24,0,16,4,0,11,21,55,0,856,1,4,1,15,0,21,22,0,0,1,118,6,0,104,3,11,5,0,2,3,0,1,7,0,4,8,11,25,26,7,0,0,27,1,4,43,8,5,15,27,8,9,0,22,6,0,0,3,73,29,0,9,0,68,82,9,77,3,0,9,2,0,33,1,0,5,2,0,0,5,2,11,1,1,0,2,0,16,0,7,3,0,1,60,0,3,0,28,7,9,98,3,5,11,5,4,0,0,24,1,3,0,0,0,1,3,4,0,0,2,3,2,9,0,2,0,0,0,4,0,128,0,0,0,5,0,0,3,7,9,8,1,132,74,1,1,11,4,0,4,0,13,4,0,2,0,0,0,9,1,1,16,0,0,4,0,2,0,14,1,4,0,0,20,4,3,5,24,0,0,1,4,7,1,2,1,0,0,9,13,1,0,5,0,1,0,0,7,17,0,1,0,0,0,0,1,15,0
depressed,25813,2558,2051,519,2619,1093,310,780,1069,82,350,739,352,146,326,507,59,397,53,89,184,50,100,74,1,57,51,211,107,40,26,73,203,138,6,256,50,98,148,4,23,5,147,2,292,213,30,89,71,8,3,858,61,24,2,30,42,25,44,2,28,25,70,38,24,2,13,13,81,14,33,0,11,12,20,29,37,1,0,25,0,6,5,28,59,24,2,31,3,1,1,7,120,82,11,24,281,1,15,4,7,0,4,7,25,5,28,21,1,16,0,32,12,2,3,3,5,0,0,2,2,2015,3,1,16,12,0,0,0,6,7,37,2,10,9,2,0,5,2,0,0,12,0,50,0,0,4,20,1,1,3,2,27,0,6,3,30,67,5,4,8,3,28,1,3,0,0,7,32,0,5,0,16,2,20,147,9,4,9,67,3,6,5,1,1,1,0,1,6,1,17,8,6,0,8,0,14,3,6,4,0,1,5,1,2,0,2,202,0,3,11,3,16,0,3,0,0,88,6,31,23,17,1,53,2,45,2,0,2,3,11,16,0,18,4,0,5,4,0,18,1,3,0,4,1,0,5,31,2,1,14,1,0,40,8,1,0,0,19,1,303,5,1131,3,5,5,0,3,0,3,5,0,4,8,0,5,1,1,7,8,7,0,25,5,1,44,24,1,3,0,1308,26,1,3,2,0,0,4,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,0
informative,25725,9844,2849,1834,526,197,725,60,856,55,176,267,37,519,546,780,20,82,1490,309,89,11,11,229,0,312,3,24,358,45,85,206,2,74,6,8,0,149,13,6,30,41,33,0,1,50,80,8,31,24,3,93,45,11,0,2,1,493,1,4,4,36,28,31,14,77,13,7,1,25,16,0,35,4,31,12,2,43,1,23,1,112,69,28,5,13,1,0,0,38,0,2,35,3,0,48,10,30,5,12,5,1,15,2,0,2,1,25,5,8,0,0,9,2,2,17,22,4,1,3,40,0,2,14,2,0,0,8,16,44,1,4,21,7,21,3,0,2,8,152,0,5,90,4,0,15,1,8,5,0,1,0,3,0,9,6,0,29,0,0,4,1,0,0,1,0,0,2,3,2,3,4,5,19,0,5,6,4,1,7,4,32,6,3,2,4,2,4,7,1,2,0,4,7,1,1,48,7,2,3,33,0,0,2,2,0,1,12,1,0,6,1,4,3,0,1,6,0,2,0,1,4,2,4,1,4,3,0,2,10,0,0,0,0,0,1,1,3,0,6,0,0,0,1,0,0,10,7,5,4,6,10,2,0,0,0,2,4,0,2,0,1,5,7,1,0,0,4,0,0,0,2,2,0,0,3,0,1,0,1,0,2,0,0,0,0,0,1,4,2,0,23,1,0,4,4,0,1,0,0,11,0,0,0,13,2,9,1,0,11,9,0,9,0,1,0,0
standard,25716,916,3263,2305,269,972,259,71,86,390,7150,163,48,460,219,35,3,61,24,30,168,361,118,10,3,39,1187,167,17,4233,5,9,82,261,71,1,218,10,60,32,0,25,28,0,109,135,15,46,12,2,59,1,29,63,32,6,13,13,8,0,43,15,35,2,60,4,5,13,40,2,0,0,7,2,21,0,1,29,0,89,1,2,5,205,5,1,44,0,1,8,14,1,1,8,0,3,0,44,0,3,21,0,6,0,0,1,19,6,20,1,0,1,18,1,5,1,3,2,2,2,2,0,0,1,19,38,1,1,1,4,3,0,1,20,1,0,0,2,0,1,1,4,4,0,1,0,0,2,0,0,3,0,5,4,2,2,0,7,0,3,2,0,2,3,7,1,5,0,3,2,0,0,0,3,0,1,2,10,2,3,1,0,0,0,0,1,23,0,3,11,0,36,21,1,8,0,17,1,10,3,9,0,0,1,2,0,1,0,0,2,4,0,2,0,5,1,3,1,0,0,1,0,3,2,0,3,0,1,0,1,1,0,2,0,1,0,0,0,0,6,0,1,1,1,0,2,1,2,0,1,1,0,11,0,0,0,1,0,2,2,0,0,1,0,0,1,0,8,1,0,5,0,6,0,0,0,0,1,0,0,1,2,0,0,2,9,0,0,78,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,5,0,0
